# n_pixels = 220960000
# n_pixels_in_grid = 213094670
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 3.387253e-02
# frac_tau_overflow = 1.723638e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,2.032778e-01,1.069915e-04,3609785
-2.875000e+00,-2.916667e+00,-2.833333e+00,2.659510e-01,1.223785e-04,4722728
-2.791667e+00,-2.833333e+00,-2.750000e+00,3.299716e-01,1.363147e-04,5859599
-2.708333e+00,-2.750000e+00,-2.666667e+00,3.948724e-01,1.491189e-04,7012101
-2.625000e+00,-2.666667e+00,-2.583333e+00,4.527488e-01,1.596736e-04,8039863
-2.541667e+00,-2.583333e+00,-2.500000e+00,5.001954e-01,1.678318e-04,8882414
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.353334e-01,1.736267e-04,9506392
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.591577e-01,1.774482e-04,9929461
-2.291667e+00,-2.333333e+00,-2.250000e+00,5.646256e-01,1.783137e-04,10026558
-2.208333e+00,-2.250000e+00,-2.166667e+00,5.596806e-01,1.775311e-04,9938746
-2.125000e+00,-2.166667e+00,-2.083333e+00,5.451599e-01,1.752130e-04,9680889
-2.041667e+00,-2.083333e+00,-2.000000e+00,5.210634e-01,1.712969e-04,9252986
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.965596e-01,1.672207e-04,8817850
-1.875000e+00,-1.916667e+00,-1.833333e+00,4.642841e-01,1.616949e-04,8244705
-1.791667e+00,-1.833333e+00,-1.750000e+00,4.319929e-01,1.559706e-04,7671282
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.992623e-01,1.499455e-04,7090055
-1.625000e+00,-1.666667e+00,-1.583333e+00,3.705916e-01,1.444615e-04,6580924
-1.541667e+00,-1.583333e+00,-1.500000e+00,3.419966e-01,1.387763e-04,6073137
-1.458333e+00,-1.500000e+00,-1.416667e+00,3.193464e-01,1.341020e-04,5670918
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.983590e-01,1.296206e-04,5298226
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.791660e-01,1.253821e-04,4957398
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.625013e-01,1.215822e-04,4661469
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.467912e-01,1.178879e-04,4382490
-1.041667e+00,-1.083333e+00,-1.000000e+00,2.337807e-01,1.147384e-04,4151451
-9.583333e-01,-1.000000e+00,-9.166667e-01,2.192066e-01,1.111044e-04,3892647
-8.750000e-01,-9.166667e-01,-8.333333e-01,2.079797e-01,1.082218e-04,3693280
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.988783e-01,1.058274e-04,3531658
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.854019e-01,1.021789e-04,3292346
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.740572e-01,9.900346e-05,3090889
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.626416e-01,9.570182e-05,2888172
-4.583333e-01,-5.000000e-01,-4.166667e-01,1.507373e-01,9.213289e-05,2676776
-3.750000e-01,-4.166667e-01,-3.333333e-01,1.398577e-01,8.874573e-05,2483577
-2.916667e-01,-3.333333e-01,-2.500000e-01,1.294095e-01,8.536648e-05,2298039
-2.083333e-01,-2.500000e-01,-1.666667e-01,1.161350e-01,8.086970e-05,2062312
-1.250000e-01,-1.666667e-01,-8.333333e-02,1.051109e-01,7.693574e-05,1866547
-4.166667e-02,-8.333333e-02,0.000000e+00,9.405183e-02,7.277596e-05,1670162
4.166667e-02,0.000000e+00,8.333333e-02,8.320043e-02,6.844900e-05,1477464
1.250000e-01,8.333333e-02,1.666667e-01,7.281299e-02,6.403372e-05,1293005
2.083333e-01,1.666667e-01,2.500000e-01,6.297505e-02,5.955094e-05,1118304
2.916667e-01,2.500000e-01,3.333333e-01,5.437347e-02,5.533474e-05,965558
3.750000e-01,3.333333e-01,4.166667e-01,4.645592e-02,5.114755e-05,824959
4.583333e-01,4.166667e-01,5.000000e-01,3.933119e-02,4.706227e-05,698439
5.416667e-01,5.000000e-01,5.833333e-01,3.238082e-02,4.270200e-05,575015
6.250000e-01,5.833333e-01,6.666667e-01,2.671669e-02,3.878784e-05,474432
7.083333e-01,6.666667e-01,7.500000e-01,2.189286e-02,3.511200e-05,388771
7.916667e-01,7.500000e-01,8.333333e-01,1.809489e-02,3.192142e-05,321327
8.750000e-01,8.333333e-01,9.166667e-01,1.492356e-02,2.898949e-05,265011
9.583333e-01,9.166667e-01,1.000000e+00,1.238999e-02,2.641434e-05,220020
1.041667e+00,1.000000e+00,1.083333e+00,1.024283e-02,2.401675e-05,181891
1.125000e+00,1.083333e+00,1.166667e+00,8.207338e-03,2.149837e-05,145745
1.208333e+00,1.166667e+00,1.250000e+00,6.593633e-03,1.926933e-05,117089
1.291667e+00,1.250000e+00,1.333333e+00,5.320396e-03,1.730917e-05,94479
1.375000e+00,1.333333e+00,1.416667e+00,4.604038e-03,1.610178e-05,81758
1.458333e+00,1.416667e+00,1.500000e+00,3.991860e-03,1.499312e-05,70887
1.541667e+00,1.500000e+00,1.583333e+00,3.405022e-03,1.384727e-05,60466
1.625000e+00,1.583333e+00,1.666667e+00,3.167663e-03,1.335592e-05,56251
1.708333e+00,1.666667e+00,1.750000e+00,2.635561e-03,1.218262e-05,46802
1.791667e+00,1.750000e+00,1.833333e+00,2.268175e-03,1.130167e-05,40278
1.875000e+00,1.833333e+00,1.916667e+00,2.071924e-03,1.080168e-05,36793
1.958333e+00,1.916667e+00,2.000000e+00,1.807309e-03,1.008836e-05,32094
