statistic,value
mean_flux,0.9475190742389424
median_flux,0.9944106936454773
std_flux,0.1458307761250148
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,185.98518140579748
median_tau,0.005605008453130722
effective_tau,0.05390821110528958
deep_absorption_frac,0.009123047273049488
moderate_absorption_frac,0.02011424394134066
weak_absorption_frac,0.9707627087856099
tau_eff_err,0.0006618793002489801
tau_eff_std,0.066187930024898
mean_flux_err,0.0004346147477679836
mean_flux_std,0.04346147477679836
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,14.504797255702114
hi_fraction_eff,0.0037165780453308553
