# n_pixels = 225710000
# n_pixels_in_grid = 205966812
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 2.259537e-07
# frac_tau_underflow = 8.670459e-02
# frac_tau_overflow = 7.666652e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,4.345738e-01,1.591196e-04,7458981
-2.875000e+00,-2.916667e+00,-2.833333e+00,5.189000e-01,1.738737e-04,8906349
-2.791667e+00,-2.833333e+00,-2.750000e+00,5.893605e-01,1.853030e-04,10115725
-2.708333e+00,-2.750000e+00,-2.666667e+00,6.417825e-01,1.933686e-04,11015492
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.677000e-01,1.972344e-04,11460336
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.743334e-01,1.982117e-04,11574191
-2.458333e+00,-2.500000e+00,-2.416667e+00,6.646820e-01,1.967882e-04,11408536
-2.375000e+00,-2.416667e+00,-2.333333e+00,6.413547e-01,1.933041e-04,11008148
-2.291667e+00,-2.333333e+00,-2.250000e+00,6.123979e-01,1.888899e-04,10511137
-2.208333e+00,-2.250000e+00,-2.166667e+00,5.751462e-01,1.830548e-04,9871753
-2.125000e+00,-2.166667e+00,-2.083333e+00,5.346160e-01,1.764871e-04,9176096
-2.041667e+00,-2.083333e+00,-2.000000e+00,4.971259e-01,1.701865e-04,8532620
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.509902e-01,1.620972e-04,7740751
-1.875000e+00,-1.916667e+00,-1.833333e+00,4.092580e-01,1.544154e-04,7024463
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.716817e-01,1.471559e-04,6379508
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.387804e-01,1.404919e-04,5814794
-1.625000e+00,-1.666667e+00,-1.583333e+00,3.077623e-01,1.339059e-04,5282401
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.805026e-01,1.278381e-04,4814518
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.546665e-01,1.218086e-04,4371071
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.342577e-01,1.168258e-04,4020776
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.152324e-01,1.119814e-04,3694228
-1.208333e+00,-1.250000e+00,-1.166667e+00,1.978046e-01,1.073520e-04,3395098
-1.125000e+00,-1.166667e+00,-1.083333e+00,1.853880e-01,1.039281e-04,3181982
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.725171e-01,1.002555e-04,2961067
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.614505e-01,9.698658e-05,2771120
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.513062e-01,9.389023e-05,2597005
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.415512e-01,9.081316e-05,2429571
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.295189e-01,8.686776e-05,2223050
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.198892e-01,8.357610e-05,2057767
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.085426e-01,7.952289e-05,1863015
-4.583333e-01,-5.000000e-01,-4.166667e-01,9.862315e-02,7.580213e-05,1692758
-3.750000e-01,-4.166667e-01,-3.333333e-01,8.916726e-02,7.207667e-05,1530458
-2.916667e-01,-3.333333e-01,-2.500000e-01,7.972733e-02,6.815467e-05,1368432
-2.083333e-01,-2.500000e-01,-1.666667e-01,6.922709e-02,6.350824e-05,1188207
-1.250000e-01,-1.666667e-01,-8.333333e-02,6.104982e-02,5.963953e-05,1047853
-4.166667e-02,-8.333333e-02,0.000000e+00,5.324396e-02,5.569640e-05,913874
4.166667e-02,0.000000e+00,8.333333e-02,4.564714e-02,5.157020e-05,783483
1.250000e-01,8.333333e-02,1.666667e-01,3.951887e-02,4.798376e-05,678298
2.083333e-01,1.666667e-01,2.500000e-01,3.382425e-02,4.439214e-05,580556
2.916667e-01,2.500000e-01,3.333333e-01,2.834420e-02,4.063723e-05,486497
3.750000e-01,3.333333e-01,4.166667e-01,2.382529e-02,3.725728e-05,408935
4.583333e-01,4.166667e-01,5.000000e-01,1.991348e-02,3.406164e-05,341793
5.416667e-01,5.000000e-01,5.833333e-01,1.624316e-02,3.076290e-05,278796
6.250000e-01,5.833333e-01,6.666667e-01,1.270713e-02,2.720920e-05,218104
7.083333e-01,6.666667e-01,7.500000e-01,9.685269e-03,2.375461e-05,166237
7.916667e-01,7.500000e-01,8.333333e-01,7.434091e-03,2.081162e-05,127598
8.750000e-01,8.333333e-01,9.166667e-01,5.869412e-03,1.849223e-05,100742
9.583333e-01,9.166667e-01,1.000000e+00,4.417352e-03,1.604254e-05,75819
1.041667e+00,1.000000e+00,1.083333e+00,3.546338e-03,1.437415e-05,60869
1.125000e+00,1.083333e+00,1.166667e+00,2.737956e-03,1.263005e-05,46994
1.208333e+00,1.166667e+00,1.250000e+00,2.248615e-03,1.144589e-05,38595
1.291667e+00,1.250000e+00,1.333333e+00,1.957539e-03,1.067941e-05,33599
1.375000e+00,1.333333e+00,1.416667e+00,1.647702e-03,9.797863e-06,28281
1.458333e+00,1.416667e+00,1.500000e+00,1.398924e-03,9.027950e-06,24011
1.541667e+00,1.500000e+00,1.583333e+00,1.146359e-03,8.172453e-06,19676
1.625000e+00,1.583333e+00,1.666667e+00,9.830516e-04,7.567983e-06,16873
1.708333e+00,1.666667e+00,1.750000e+00,9.011355e-04,7.245812e-06,15467
1.791667e+00,1.750000e+00,1.833333e+00,7.193004e-04,6.473619e-06,12346
1.875000e+00,1.833333e+00,1.916667e+00,6.091855e-04,5.957538e-06,10456
1.958333e+00,1.916667e+00,2.000000e+00,5.625761e-04,5.725094e-06,9656
