k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,2.353225e+01,1.209383e+02,1.209383e+00,1.197262e+01,7.311991e+01,7.311991e-01
2.541020e-03,2.039294e+01,2.450002e+01,2.450002e-01,9.660927e+00,1.545060e+01,1.545060e-01
5.082039e-03,1.809156e+01,1.877849e+01,1.877849e-01,8.172645e+00,1.014325e+01,1.014325e-01
7.623059e-03,1.437603e+01,1.487735e+01,1.487735e-01,6.667897e+00,8.028419e+00,8.028419e-02
1.016408e-02,1.268119e+01,1.310062e+01,1.310062e-01,5.970737e+00,7.080294e+00,7.080294e-02
1.270510e-02,1.069595e+01,1.122673e+01,1.122673e-01,5.075619e+00,5.970655e+00,5.970655e-02
1.524612e-02,9.285392e+00,9.658217e+00,9.658217e-02,4.430679e+00,5.189710e+00,5.189710e-02
1.778714e-02,7.961943e+00,8.360058e+00,8.360058e-02,3.817645e+00,4.438733e+00,4.438733e-02
2.032816e-02,7.403204e+00,7.541344e+00,7.541344e-02,3.500475e+00,3.848209e+00,3.848209e-02
2.286918e-02,6.227527e+00,6.568779e+00,6.568779e-02,2.966213e+00,3.325617e+00,3.325617e-02
2.541020e-02,5.503723e+00,5.827252e+00,5.827252e-02,2.585886e+00,2.942628e+00,2.942628e-02
2.795122e-02,4.766126e+00,5.006854e+00,5.006854e-02,2.251957e+00,2.496790e+00,2.496790e-02
3.049224e-02,4.240306e+00,4.332569e+00,4.332569e-02,1.972109e+00,2.152369e+00,2.152369e-02
3.303325e-02,3.637503e+00,3.828377e+00,3.828377e-02,1.702355e+00,1.896206e+00,1.896206e-02
3.557427e-02,3.313858e+00,3.483095e+00,3.483095e-02,1.522995e+00,1.673495e+00,1.673495e-02
3.811529e-02,2.912133e+00,2.986480e+00,2.986480e-02,1.340388e+00,1.478355e+00,1.478355e-02
4.065631e-02,2.604591e+00,2.656906e+00,2.656906e-02,1.171481e+00,1.270486e+00,1.270486e-02
