# n_pixels = 247270000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
# computed from RESCALED optical depths
# tau_scale_factor = 0.34920124491144394
# mean_flux_target = 0.8806079298214535
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,9.221206e-01,4.318104e-04,4560255
3.000000e-02,2.000000e-02,4.000000e-02,1.545917e-01,1.768041e-04,764518
5.000000e-02,4.000000e-02,6.000000e-02,1.269270e-01,1.602051e-04,627705
7.000000e-02,6.000000e-02,8.000000e-02,1.130469e-01,1.511919e-04,559062
9.000000e-02,8.000000e-02,1.000000e-01,1.061688e-01,1.465203e-04,525047
1.100000e-01,1.000000e-01,1.200000e-01,1.034428e-01,1.446270e-04,511566
1.300000e-01,1.200000e-01,1.400000e-01,1.012298e-01,1.430716e-04,500622
1.500000e-01,1.400000e-01,1.600000e-01,1.012339e-01,1.430745e-04,500642
1.700000e-01,1.600000e-01,1.800000e-01,1.008414e-01,1.427969e-04,498701
1.900000e-01,1.800000e-01,2.000000e-01,1.021191e-01,1.436987e-04,505020
2.100000e-01,2.000000e-01,2.200000e-01,1.024851e-01,1.439560e-04,506830
2.300000e-01,2.200000e-01,2.400000e-01,1.053830e-01,1.459770e-04,521161
2.500000e-01,2.400000e-01,2.600000e-01,1.078703e-01,1.476897e-04,533462
2.700000e-01,2.600000e-01,2.800000e-01,1.095964e-01,1.488667e-04,541998
2.900000e-01,2.800000e-01,3.000000e-01,1.135763e-01,1.515455e-04,561680
3.100000e-01,3.000000e-01,3.200000e-01,1.177480e-01,1.543036e-04,582311
3.300000e-01,3.200000e-01,3.400000e-01,1.206829e-01,1.562148e-04,596825
3.500000e-01,3.400000e-01,3.600000e-01,1.249260e-01,1.589372e-04,617809
3.700000e-01,3.600000e-01,3.800000e-01,1.291742e-01,1.616170e-04,638818
3.900000e-01,3.800000e-01,4.000000e-01,1.342769e-01,1.647783e-04,664053
4.100000e-01,4.000000e-01,4.200000e-01,1.403181e-01,1.684442e-04,693929
4.300000e-01,4.200000e-01,4.400000e-01,1.469614e-01,1.723856e-04,726783
4.500000e-01,4.400000e-01,4.600000e-01,1.539489e-01,1.764362e-04,761339
4.700000e-01,4.600000e-01,4.800000e-01,1.620136e-01,1.809985e-04,801222
4.900000e-01,4.800000e-01,5.000000e-01,1.707690e-01,1.858249e-04,844521
5.100000e-01,5.000000e-01,5.200000e-01,1.788640e-01,1.901782e-04,884554
5.300000e-01,5.200000e-01,5.400000e-01,1.901818e-01,1.961028e-04,940525
5.500000e-01,5.400000e-01,5.600000e-01,1.998528e-01,2.010270e-04,988352
5.700000e-01,5.600000e-01,5.800000e-01,2.112102e-01,2.066602e-04,1044519
5.900000e-01,5.800000e-01,6.000000e-01,2.240903e-01,2.128682e-04,1108216
6.100000e-01,6.000000e-01,6.200000e-01,2.383613e-01,2.195418e-04,1178792
6.300000e-01,6.200000e-01,6.400000e-01,2.576948e-01,2.282717e-04,1274404
6.500000e-01,6.400000e-01,6.600000e-01,2.760147e-01,2.362465e-04,1365003
6.700000e-01,6.600000e-01,6.800000e-01,2.950113e-01,2.442410e-04,1458949
6.900000e-01,6.800000e-01,7.000000e-01,3.185006e-01,2.537783e-04,1575113
7.100000e-01,7.000000e-01,7.200000e-01,3.469444e-01,2.648679e-04,1715779
7.300000e-01,7.200000e-01,7.400000e-01,3.768272e-01,2.760390e-04,1863561
7.500000e-01,7.400000e-01,7.600000e-01,4.162325e-01,2.901130e-04,2058436
7.700000e-01,7.600000e-01,7.800000e-01,4.600485e-01,3.050009e-04,2275124
7.900000e-01,7.800000e-01,8.000000e-01,5.111425e-01,3.214921e-04,2527804
8.100000e-01,8.000000e-01,8.200000e-01,5.764721e-01,3.414196e-04,2850885
8.300000e-01,8.200000e-01,8.400000e-01,6.612864e-01,3.656740e-04,3270326
8.500000e-01,8.400000e-01,8.600000e-01,7.777294e-01,3.965642e-04,3846183
8.700000e-01,8.600000e-01,8.800000e-01,9.324065e-01,4.342121e-04,4611123
8.900000e-01,8.800000e-01,9.000000e-01,1.157161e+00,4.837224e-04,5722624
9.100000e-01,9.000000e-01,9.200000e-01,1.527407e+00,5.557464e-04,7553637
9.300000e-01,9.200000e-01,9.400000e-01,2.151922e+00,6.596484e-04,10642113
9.500000e-01,9.400000e-01,9.600000e-01,3.493765e+00,8.405163e-04,17278067
9.700000e-01,9.600000e-01,9.800000e-01,7.444103e+00,1.226890e-03,36814066
9.900000e-01,9.800000e-01,1.000000e+00,2.290532e+01,2.152125e-03,113275966
