statistic,value
mean_flux,0.7887126544015469
median_flux,0.9329955577850342
std_flux,0.29078700312429057
min_flux,2.9382650407717056e-39
max_flux,0.99973464012146
mean_tau,1306.0910820607141
median_tau,0.0693548321723938
effective_tau,0.23735321407453974
deep_absorption_frac,0.06883242609293484
moderate_absorption_frac,0.09085115865248514
weak_absorption_frac,0.84031641525458
tau_eff_err,0.0016798449056530979
tau_eff_std,0.16798449056530979
mean_flux_err,0.0007694220134985746
mean_flux_std,0.07694220134985746
n_sightlines,10000.0
tau_eff_obs_target,0.12714278068007295
mean_flux_target,0.8806079298214535
tau_scale_factor,0.34920124491144394
tau_eff_H_total,247.2289794452947
hi_fraction_eff,0.0009600541748700654
