k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,3.295232e+01,1.282519e+02,1.282519e+00,1.791033e+01,8.307754e+01,8.307754e-01
2.398801e-03,3.185061e+01,3.419829e+01,3.419829e-01,1.717995e+01,2.207129e+01,2.207129e-01
4.797602e-03,2.848770e+01,2.791151e+01,2.791151e-01,1.495030e+01,1.588478e+01,1.588478e-01
7.196402e-03,2.264325e+01,2.248821e+01,2.248821e-01,1.214918e+01,1.293599e+01,1.293599e-01
9.595203e-03,1.971117e+01,1.938080e+01,1.938080e-01,1.069457e+01,1.123984e+01,1.123984e-01
1.199400e-02,1.695630e+01,1.742717e+01,1.742717e-01,9.253175e+00,1.004864e+01,1.004864e-01
1.439280e-02,1.515714e+01,1.504978e+01,1.504978e-01,8.321554e+00,8.704779e+00,8.704779e-02
1.679161e-02,1.304636e+01,1.314662e+01,1.314662e-01,7.190481e+00,7.635313e+00,7.635313e-02
1.919041e-02,1.243615e+01,1.241257e+01,1.241257e-01,6.882827e+00,7.026247e+00,7.026247e-02
2.158921e-02,1.028023e+01,1.041250e+01,1.041250e-01,5.713861e+00,6.016808e+00,6.016808e-02
2.398801e-02,9.173627e+00,9.500688e+00,9.500688e-02,5.086546e+00,5.438228e+00,5.438228e-02
2.638681e-02,8.126549e+00,8.271816e+00,8.271816e-02,4.521097e+00,4.766863e+00,4.766863e-02
2.878561e-02,7.361990e+00,7.385501e+00,7.385501e-02,4.076626e+00,4.209241e+00,4.209241e-02
3.118441e-02,6.450919e+00,6.459520e+00,6.459520e-02,3.567574e+00,3.635978e+00,3.635978e-02
3.358321e-02,5.704078e+00,5.781303e+00,5.781303e-02,3.126116e+00,3.235165e+00,3.235165e-02
3.598201e-02,5.163691e+00,5.183073e+00,5.183073e-02,2.815897e+00,2.886828e+00,2.886828e-02
3.838081e-02,4.711450e+00,4.745344e+00,4.745344e-02,2.547225e+00,2.616198e+00,2.616198e-02
4.077961e-02,4.244904e+00,4.279073e+00,4.279073e-02,2.268720e+00,2.304019e+00,2.304019e-02
4.317841e-02,3.809350e+00,3.929507e+00,3.929507e-02,2.053600e+00,2.140906e+00,2.140906e-02
4.557721e-02,3.342214e+00,3.412496e+00,3.412496e-02,1.784200e+00,1.844695e+00,1.844695e-02
4.797602e-02,3.026574e+00,3.126475e+00,3.126475e-02,1.626793e+00,1.690409e+00,1.690409e-02
5.037482e-02,2.690270e+00,2.795644e+00,2.795644e-02,1.419989e+00,1.498059e+00,1.498059e-02
5.277362e-02,2.447855e+00,2.500062e+00,2.500062e-02,1.276259e+00,1.320247e+00,1.320247e-02
5.517242e-02,2.247077e+00,2.370097e+00,2.370097e-02,1.172477e+00,1.254702e+00,1.254702e-02
5.757122e-02,1.999675e+00,2.018718e+00,2.018718e-02,1.040832e+00,1.089622e+00,1.089622e-02
5.997002e-02,1.831289e+00,1.877703e+00,1.877703e-02,9.494552e-01,9.982289e-01,9.982289e-03
6.236882e-02,1.625029e+00,1.651078e+00,1.651078e-02,8.453872e-01,8.692741e-01,8.692741e-03
6.476762e-02,1.448802e+00,1.512980e+00,1.512980e-02,7.536742e-01,7.965528e-01,7.965528e-03
6.716642e-02,1.329240e+00,1.359017e+00,1.359017e-02,6.798255e-01,6.975582e-01,6.975582e-03
