statistic,value
mean_flux,0.6896484784671469
median_flux,0.816718339920044
std_flux,0.29759143754597384
min_flux,2.9382650407717056e-39
max_flux,0.9959539771080017
mean_tau,523.7505729119515
median_tau,0.20246100425720215
effective_tau,0.3715732627022256
deep_absorption_frac,0.0896183910953706
moderate_absorption_frac,0.13669974070326335
weak_absorption_frac,0.7736818682013661
tau_eff_err,0.0018219397015287239
tau_eff_std,0.1821939701528724
mean_flux_err,0.0007811033231598523
mean_flux_std,0.07811033231598523
n_sightlines,10000.0
tau_eff_obs_target,0.12714278068007295
mean_flux_target,0.8806079298214535
tau_scale_factor,0.20157396184115184
tau_eff_H_total,inf
hi_fraction_eff,0.0
