k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,2.303621e+02,3.301171e+02,3.301171e+00,5.663161e+01,9.658930e+01,9.658930e-01
2.033942e-03,2.424665e+02,2.588047e+02,2.588047e+00,6.432166e+01,6.298595e+01,6.298595e-01
4.067884e-03,2.192887e+02,2.336345e+02,2.336345e+00,5.727368e+01,5.484491e+01,5.484491e-01
6.101825e-03,1.829345e+02,2.038838e+02,2.038838e+00,4.640266e+01,4.632659e+01,4.632659e-01
8.135767e-03,1.584723e+02,1.676081e+02,1.676081e+00,4.037932e+01,3.903467e+01,3.903467e-01
1.016971e-02,1.334545e+02,1.377090e+02,1.377090e+00,3.460152e+01,3.306289e+01,3.306289e-01
1.220365e-02,1.253990e+02,1.296263e+02,1.296263e+00,3.263108e+01,3.209760e+01,3.209760e-01
1.423759e-02,1.100183e+02,1.132656e+02,1.132656e+00,2.891153e+01,2.825199e+01,2.825199e-01
1.627153e-02,9.900924e+01,1.039965e+02,1.039965e+00,2.641362e+01,2.606008e+01,2.606008e-01
1.830548e-02,8.649552e+01,8.875502e+01,8.875502e-01,2.340109e+01,2.292497e+01,2.292497e-01
2.033942e-02,7.850863e+01,8.304837e+01,8.304837e-01,2.124657e+01,2.098062e+01,2.098062e-01
2.237336e-02,7.123031e+01,7.342769e+01,7.342769e-01,1.974921e+01,1.962275e+01,1.962275e-01
2.440730e-02,6.563157e+01,6.824116e+01,6.824116e-01,1.826244e+01,1.790558e+01,1.790558e-01
2.644124e-02,5.764473e+01,6.099980e+01,6.099980e-01,1.628710e+01,1.660500e+01,1.660500e-01
2.847519e-02,5.279798e+01,5.485991e+01,5.485991e-01,1.511400e+01,1.493930e+01,1.493930e-01
3.050913e-02,4.841520e+01,5.108754e+01,5.108754e-01,1.399701e+01,1.383950e+01,1.383950e-01
3.254307e-02,4.447289e+01,4.570009e+01,4.570009e-01,1.295646e+01,1.305542e+01,1.305542e-01
3.457701e-02,3.909751e+01,4.078510e+01,4.078510e-01,1.175313e+01,1.174208e+01,1.174208e-01
