statistic,value
mean_flux,0.14139030788136675
median_flux,0.060539986938238144
std_flux,0.17435347088854108
min_flux,2.9382650407717056e-39
max_flux,0.9331017136573792
mean_tau,1878.2205900149488
median_tau,2.8044512271881104
effective_tau,1.9562310718479292
deep_absorption_frac,0.571964141659383
moderate_absorption_frac,0.37249385581560973
weak_absorption_frac,0.05554200252500728
tau_eff_err,0.004158933793737836
tau_eff_std,0.4158933793737836
mean_flux_err,0.00038610413284758787
mean_flux_std,0.03861041328475879
n_sightlines,10000.0
tau_eff_obs_target,0.8160743077493965
mean_flux_target,0.44216405184357616
tau_scale_factor,0.25671660560629084
tau_eff_H_total,
hi_fraction_eff,
