statistic,value
mean_flux,0.9474429282124628
median_flux,0.9966851472854614
std_flux,0.14940472702760343
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,424.5928736404366
median_tau,0.00332030956633389
effective_tau,0.0539885779162569
deep_absorption_frac,0.009918784758928162
moderate_absorption_frac,0.020543843360757458
weak_absorption_frac,0.9695373718803144
tau_eff_err,0.001046071557061161
tau_eff_std,0.10460715570611612
mean_flux_err,0.0005009899189233861
mean_flux_std,0.050098991892338615
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,16.82310864644797
hi_fraction_eff,0.0032091915191514503
