ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.329785e+05,4.749577e+04
HI 1215Å,151561,1.515610e+02,5.321302e-01,5.016285e+03,1.757276e+00
