statistic,value
mean_flux,0.9556315951513599
median_flux,0.9964517951011658
std_flux,0.13261748118830902
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,213.7979960589663
median_tau,0.003554511582478881
effective_tau,0.04538280092159426
deep_absorption_frac,0.0070092596694873955
moderate_absorption_frac,0.016578676177395772
weak_absorption_frac,0.9764120641531169
tau_eff_err,0.000678364961539986
tau_eff_std,0.0678364961539986
mean_flux_err,0.0004257204020237865
mean_flux_std,0.04257204020237865
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,12.05862756309158
hi_fraction_eff,0.0037635129288110286
