# n_pixels = 207540000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
# computed from RESCALED optical depths
# tau_scale_factor = 0.2774042362465919
# mean_flux_target = 0.8806079298214535
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,7.330505e-01,4.202435e-04,3042746
3.000000e-02,2.000000e-02,4.000000e-02,1.396883e-01,1.834484e-04,579818
5.000000e-02,4.000000e-02,6.000000e-02,1.115722e-01,1.639503e-04,463114
7.000000e-02,6.000000e-02,8.000000e-02,1.010750e-01,1.560472e-04,419542
9.000000e-02,8.000000e-02,1.000000e-01,9.605498e-02,1.521227e-04,398705
1.100000e-01,1.000000e-01,1.200000e-01,9.396478e-02,1.504585e-04,390029
1.300000e-01,1.200000e-01,1.400000e-01,9.197360e-02,1.488558e-04,381764
1.500000e-01,1.400000e-01,1.600000e-01,9.299653e-02,1.496813e-04,386010
1.700000e-01,1.600000e-01,1.800000e-01,9.474752e-02,1.510838e-04,393278
1.900000e-01,1.800000e-01,2.000000e-01,9.540811e-02,1.516096e-04,396020
2.100000e-01,2.000000e-01,2.200000e-01,9.675629e-02,1.526770e-04,401616
2.300000e-01,2.200000e-01,2.400000e-01,9.903344e-02,1.544632e-04,411068
2.500000e-01,2.400000e-01,2.600000e-01,1.011745e-01,1.561240e-04,419955
2.700000e-01,2.600000e-01,2.800000e-01,1.047422e-01,1.588528e-04,434764
2.900000e-01,2.800000e-01,3.000000e-01,1.078103e-01,1.611626e-04,447499
3.100000e-01,3.000000e-01,3.200000e-01,1.112443e-01,1.637092e-04,461753
3.300000e-01,3.200000e-01,3.400000e-01,1.144418e-01,1.660452e-04,475025
3.500000e-01,3.400000e-01,3.600000e-01,1.196678e-01,1.697941e-04,496717
3.700000e-01,3.600000e-01,3.800000e-01,1.251433e-01,1.736353e-04,519445
3.900000e-01,3.800000e-01,4.000000e-01,1.302942e-01,1.771726e-04,540825
4.100000e-01,4.000000e-01,4.200000e-01,1.359557e-01,1.809809e-04,564325
4.300000e-01,4.200000e-01,4.400000e-01,1.410446e-01,1.843369e-04,585448
4.500000e-01,4.400000e-01,4.600000e-01,1.483003e-01,1.890189e-04,615565
4.700000e-01,4.600000e-01,4.800000e-01,1.557495e-01,1.937079e-04,646485
4.900000e-01,4.800000e-01,5.000000e-01,1.642546e-01,1.989266e-04,681788
5.100000e-01,5.000000e-01,5.200000e-01,1.747926e-01,2.052086e-04,725529
5.300000e-01,5.200000e-01,5.400000e-01,1.850684e-01,2.111545e-04,768182
5.500000e-01,5.400000e-01,5.600000e-01,1.967681e-01,2.177266e-04,816745
5.700000e-01,5.600000e-01,5.800000e-01,2.086056e-01,2.241801e-04,865880
5.900000e-01,5.800000e-01,6.000000e-01,2.224959e-01,2.315235e-04,923536
6.100000e-01,6.000000e-01,6.200000e-01,2.403859e-01,2.406515e-04,997794
6.300000e-01,6.200000e-01,6.400000e-01,2.577954e-01,2.492135e-04,1070057
6.500000e-01,6.400000e-01,6.600000e-01,2.767064e-01,2.581926e-04,1148553
6.700000e-01,6.600000e-01,6.800000e-01,2.954606e-01,2.667988e-04,1226398
6.900000e-01,6.800000e-01,7.000000e-01,3.238983e-01,2.793434e-04,1344437
7.100000e-01,7.000000e-01,7.200000e-01,3.570032e-01,2.932717e-04,1481849
7.300000e-01,7.200000e-01,7.400000e-01,3.906249e-01,3.067708e-04,1621406
7.500000e-01,7.400000e-01,7.600000e-01,4.366373e-01,3.243355e-04,1812394
7.700000e-01,7.600000e-01,7.800000e-01,4.859591e-01,3.421637e-04,2017119
7.900000e-01,7.800000e-01,8.000000e-01,5.490298e-01,3.636906e-04,2278913
8.100000e-01,8.000000e-01,8.200000e-01,6.342984e-01,3.909137e-04,2632846
8.300000e-01,8.200000e-01,8.400000e-01,7.467878e-01,4.241629e-04,3099767
8.500000e-01,8.400000e-01,8.600000e-01,8.952930e-01,4.644262e-04,3716182
8.700000e-01,8.600000e-01,8.800000e-01,1.107432e+00,5.165266e-04,4596730
8.900000e-01,8.800000e-01,9.000000e-01,1.425232e+00,5.859720e-04,5915853
9.100000e-01,9.000000e-01,9.200000e-01,1.955384e+00,6.863571e-04,8116408
9.300000e-01,9.200000e-01,9.400000e-01,2.878200e+00,8.327115e-04,11946832
9.500000e-01,9.400000e-01,9.600000e-01,4.797269e+00,1.075056e-03,19912506
9.700000e-01,9.600000e-01,9.800000e-01,9.875294e+00,1.542443e-03,40990370
9.900000e-01,9.800000e-01,1.000000e+00,1.757743e+01,2.057841e-03,72960410
