statistic,value
mean_flux,0.9454315789910019
median_flux,0.9942517280578613
std_flux,0.1492407203138452
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,309.64108160134634
median_tau,0.005764869041740894
effective_tau,0.056113758397910524
deep_absorption_frac,0.009456577023614372
moderate_absorption_frac,0.021589482078773647
weak_absorption_frac,0.968953940897612
tau_eff_err,0.000817110004501733
tau_eff_std,0.0817110004501733
mean_flux_err,0.00047396551158990994
mean_flux_std,0.047396551158990996
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,13.802015995546533
hi_fraction_eff,0.004065620437969769
