k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,7.632621e+00,7.053719e+01,7.053719e-01
2.783676e-03,4.941103e+00,9.686951e+00,9.686951e-02
5.567352e-03,4.305627e+00,6.538497e+00,6.538497e-02
8.351028e-03,3.571538e+00,5.060432e+00,5.060432e-02
1.113470e-02,3.035046e+00,4.152255e+00,4.152255e-02
1.391838e-02,2.657903e+00,3.569227e+00,3.569227e-02
1.670206e-02,2.192366e+00,2.913627e+00,2.913627e-02
1.948573e-02,1.880757e+00,2.483392e+00,2.483392e-02
2.226941e-02,1.585988e+00,1.998890e+00,1.998890e-02
2.505308e-02,1.340686e+00,1.674338e+00,1.674338e-02
2.783676e-02,1.154601e+00,1.419680e+00,1.419680e-02
3.062044e-02,9.964441e-01,1.221853e+00,1.221853e-02
3.340411e-02,8.647518e-01,1.059631e+00,1.059631e-02
3.618779e-02,7.582652e-01,9.467407e-01,9.467407e-03
3.897146e-02,6.510991e-01,8.030359e-01,8.030359e-03
4.175514e-02,5.663255e-01,7.177643e-01,7.177643e-03
4.453882e-02,4.894388e-01,5.897768e-01,5.897768e-03
4.732249e-02,4.332032e-01,5.230105e-01,5.230105e-03
5.010617e-02,3.706254e-01,4.611048e-01,4.611048e-03
5.288985e-02,3.191781e-01,3.846603e-01,3.846603e-03
5.567352e-02,2.796039e-01,3.413494e-01,3.413494e-03
5.845720e-02,2.471018e-01,2.981807e-01,2.981807e-03
6.124087e-02,2.177887e-01,2.668872e-01,2.668872e-03
6.402455e-02,1.916051e-01,2.286004e-01,2.286004e-03
6.680823e-02,1.678470e-01,2.055427e-01,2.055427e-03
6.959190e-02,1.495792e-01,1.762652e-01,1.762652e-03
7.237558e-02,1.316193e-01,1.598893e-01,1.598893e-03
7.515925e-02,1.181959e-01,1.424031e-01,1.424031e-03
7.794293e-02,1.037577e-01,1.240892e-01,1.240892e-03
8.072661e-02,9.276470e-02,1.133562e-01,1.133562e-03
8.351028e-02,8.091816e-02,9.773621e-02,9.773621e-04
8.629396e-02,7.164406e-02,8.636534e-02,8.636534e-04
8.907763e-02,6.341558e-02,7.558063e-02,7.558063e-04
9.186131e-02,5.631685e-02,6.847255e-02,6.847255e-04
9.464499e-02,4.986468e-02,5.990243e-02,5.990243e-04
9.742866e-02,4.343770e-02,5.214963e-02,5.214963e-04
1.002123e-01,3.882030e-02,4.678942e-02,4.678942e-04
1.029960e-01,3.385675e-02,4.035715e-02,4.035715e-04
1.057797e-01,3.014738e-02,3.622632e-02,3.622632e-04
1.085634e-01,2.657731e-02,3.226876e-02,3.226876e-04
1.113470e-01,2.380046e-02,2.936386e-02,2.936386e-04
1.141307e-01,2.110009e-02,2.587062e-02,2.587062e-04
1.169144e-01,1.870780e-02,2.339511e-02,2.339511e-04
1.196981e-01,1.668370e-02,2.032973e-02,2.032973e-04
1.224817e-01,1.501065e-02,1.876332e-02,1.876332e-04
1.252654e-01,1.316311e-02,1.608922e-02,1.608922e-04
1.280491e-01,1.177190e-02,1.451848e-02,1.451848e-04
1.308328e-01,1.025909e-02,1.268188e-02,1.268188e-04
1.336165e-01,9.041510e-03,1.110935e-02,1.110935e-04
1.364001e-01,8.250014e-03,1.056072e-02,1.056072e-04
1.391838e-01,7.395311e-03,9.253078e-03,9.253078e-05
1.419675e-01,6.593379e-03,8.323259e-03,8.323259e-05
1.447512e-01,5.784873e-03,7.264970e-03,7.264970e-05
1.475348e-01,5.096826e-03,6.588201e-03,6.588201e-05
1.503185e-01,4.626143e-03,5.847945e-03,5.847945e-05
1.531022e-01,4.179993e-03,5.448971e-03,5.448971e-05
1.558859e-01,3.685689e-03,4.820363e-03,4.820363e-05
1.586695e-01,3.262174e-03,4.168773e-03,4.168773e-05
1.614532e-01,2.926175e-03,3.738048e-03,3.738048e-05
1.642369e-01,2.609464e-03,3.439451e-03,3.439451e-05
1.670206e-01,2.335829e-03,3.159259e-03,3.159259e-05
1.698042e-01,2.113279e-03,2.787923e-03,2.787923e-05
1.725879e-01,1.917487e-03,2.566803e-03,2.566803e-05
1.753716e-01,1.678672e-03,2.276848e-03,2.276848e-05
1.781553e-01,1.544683e-03,2.134415e-03,2.134415e-05
1.809389e-01,1.355047e-03,1.895792e-03,1.895792e-05
1.837226e-01,1.242070e-03,1.813634e-03,1.813634e-05
1.865063e-01,1.099332e-03,1.577259e-03,1.577259e-05
1.892900e-01,9.923479e-04,1.469367e-03,1.469367e-05
1.920736e-01,8.959887e-04,1.281004e-03,1.281004e-05
1.948573e-01,8.108958e-04,1.197006e-03,1.197006e-05
1.976410e-01,7.352443e-04,1.074532e-03,1.074532e-05
2.004247e-01,6.507216e-04,1.006954e-03,1.006954e-05
2.032084e-01,5.908703e-04,9.111223e-04,9.111223e-06
2.059920e-01,5.340704e-04,7.846597e-04,7.846597e-06
2.087757e-01,4.840850e-04,7.324361e-04,7.324361e-06
2.115594e-01,4.323914e-04,6.856526e-04,6.856526e-06
2.143431e-01,3.905099e-04,6.132558e-04,6.132558e-06
2.171267e-01,3.525729e-04,5.539899e-04,5.539899e-06
2.199104e-01,3.216153e-04,5.193869e-04,5.193869e-06
2.226941e-01,2.915898e-04,4.980426e-04,4.980426e-06
2.254778e-01,2.634537e-04,4.781009e-04,4.781009e-06
2.282614e-01,2.410688e-04,4.281705e-04,4.281705e-06
2.310451e-01,2.177312e-04,4.251898e-04,4.251898e-06
2.338288e-01,2.041570e-04,4.103373e-04,4.103373e-06
2.366125e-01,1.815640e-04,3.682317e-04,3.682317e-06
2.393961e-01,1.668068e-04,3.395680e-04,3.395680e-06
2.421798e-01,1.517468e-04,3.152712e-04,3.152712e-06
2.449635e-01,1.375473e-04,2.930158e-04,2.930158e-06
2.477472e-01,1.254920e-04,2.499562e-04,2.499562e-06
2.505308e-01,1.135351e-04,2.444662e-04,2.444662e-06
2.533145e-01,1.025443e-04,2.249659e-04,2.249659e-06
2.560982e-01,9.339842e-05,1.909736e-04,1.909736e-06
2.588819e-01,8.534502e-05,1.823092e-04,1.823092e-06
2.616655e-01,7.524510e-05,1.659357e-04,1.659357e-06
2.644492e-01,6.997933e-05,1.622128e-04,1.622128e-06
2.672329e-01,6.436768e-05,1.437414e-04,1.437414e-06
2.700166e-01,5.970089e-05,1.471997e-04,1.471997e-06
2.728003e-01,5.448187e-05,1.419590e-04,1.419590e-06
2.755839e-01,4.934311e-05,1.406008e-04,1.406008e-06
2.783676e-01,4.590096e-05,1.420519e-04,1.420519e-06
2.811513e-01,4.183293e-05,1.294985e-04,1.294985e-06
2.839350e-01,3.886095e-05,1.289145e-04,1.289145e-06
2.867186e-01,3.548818e-05,1.214306e-04,1.214306e-06
2.895023e-01,3.190966e-05,1.002807e-04,1.002807e-06
2.922860e-01,3.024502e-05,1.004067e-04,1.004067e-06
2.950697e-01,2.823282e-05,9.778859e-05,9.778859e-07
2.978533e-01,2.552940e-05,8.174556e-05,8.174556e-07
3.006370e-01,2.375345e-05,8.011025e-05,8.011025e-07
3.034207e-01,2.164625e-05,7.503313e-05,7.503313e-07
3.062044e-01,1.988313e-05,7.143832e-05,7.143832e-07
3.089880e-01,1.854864e-05,7.103170e-05,7.103170e-07
3.117717e-01,1.731048e-05,6.914277e-05,6.914277e-07
3.145554e-01,1.576765e-05,6.336744e-05,6.336744e-07
3.173391e-01,1.409499e-05,5.962409e-05,5.962409e-07
3.201227e-01,1.328533e-05,5.536002e-05,5.536002e-07
3.229064e-01,1.208636e-05,5.451667e-05,5.451667e-07
3.256901e-01,1.159838e-05,5.691199e-05,5.691199e-07
