ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10002,1.000200e+01,9.999998e-01,2.359523e+04,3.974459e+03
HI 1215Å,19461,1.946100e+01,5.405254e-02,2.011259e+04,1.166772e+00
