k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,3.258411e+01,9.996925e+01,9.996925e-01,1.350247e+01,6.274757e+01,6.274757e-01
2.883717e-03,3.532131e+01,3.634827e+01,3.634827e-01,1.419601e+01,1.798828e+01,1.798828e-01
5.767435e-03,3.079397e+01,2.988673e+01,2.988673e-01,1.219726e+01,1.326108e+01,1.326108e-01
8.651152e-03,2.368328e+01,2.325228e+01,2.325228e-01,9.706314e+00,1.040644e+01,1.040644e-01
1.153487e-02,2.018640e+01,1.971264e+01,1.971264e-01,8.439411e+00,8.981076e+00,8.981076e-02
1.441859e-02,1.726085e+01,1.749252e+01,1.749252e-01,7.260380e+00,7.888894e+00,7.888894e-02
1.730230e-02,1.507672e+01,1.489607e+01,1.489607e-01,6.409631e+00,6.859004e+00,6.859004e-02
2.018602e-02,1.276898e+01,1.283197e+01,1.283197e-01,5.437693e+00,5.786174e+00,5.786174e-02
2.306974e-02,1.191989e+01,1.191126e+01,1.191126e-01,5.121354e+00,5.219396e+00,5.219396e-02
2.595346e-02,9.648633e+00,9.556785e+00,9.556785e-02,4.194852e+00,4.371887e+00,4.371887e-02
2.883717e-02,8.507738e+00,8.661534e+00,8.661534e-02,3.651810e+00,3.936387e+00,3.936387e-02
3.172089e-02,7.394985e+00,7.395456e+00,7.395456e-02,3.193501e+00,3.317825e+00,3.317825e-02
3.460461e-02,6.572714e+00,6.620829e+00,6.620829e-02,2.813822e+00,2.943791e+00,2.943791e-02
3.748833e-02,5.626383e+00,5.612808e+00,5.612808e-02,2.413727e+00,2.471674e+00,2.471674e-02
4.037204e-02,4.902530e+00,4.987243e+00,4.987243e-02,2.067715e+00,2.141527e+00,2.141527e-02
4.325576e-02,4.387293e+00,4.472082e+00,4.472082e-02,1.872431e+00,1.954496e+00,1.954496e-02
4.613948e-02,3.875385e+00,3.953071e+00,3.953071e-02,1.630220e+00,1.675974e+00,1.675974e-02
4.902320e-02,3.430353e+00,3.472690e+00,3.472690e-02,1.421054e+00,1.440271e+00,1.440271e-02
5.190691e-02,2.974953e+00,3.064902e+00,3.064902e-02,1.262593e+00,1.329170e+00,1.329170e-02
5.479063e-02,2.523468e+00,2.605976e+00,2.605976e-02,1.062962e+00,1.124128e+00,1.124128e-02
5.767435e-02,2.222731e+00,2.269100e+00,2.269100e-02,9.441514e-01,9.585216e-01,9.585216e-03
6.055807e-02,1.912376e+00,2.002093e+00,2.002093e-02,7.991381e-01,8.444267e-01,8.444267e-03
6.344178e-02,1.715530e+00,1.785911e+00,1.785911e-02,7.048273e-01,7.295743e-01,7.295743e-03
6.632550e-02,1.484612e+00,1.554493e+00,1.554493e-02,6.213099e-01,6.484538e-01,6.484538e-03
6.920922e-02,1.295858e+00,1.329334e+00,1.329334e-02,5.431048e-01,5.625069e-01,5.625069e-03
7.209294e-02,1.161000e+00,1.206153e+00,1.206153e-02,4.887895e-01,5.126594e-01,5.126594e-03
7.497665e-02,9.727217e-01,1.001732e+00,1.001732e-02,4.144884e-01,4.331139e-01,4.331139e-03
