statistic,value
mean_flux,0.6394693828000393
median_flux,0.7671975493431091
std_flux,0.31297618490307433
min_flux,2.9382650407717056e-39
max_flux,0.9967951774597168
mean_tau,1438.0058315855458
median_tau,0.2650109827518463
effective_tau,0.4471165358880412
deep_absorption_frac,0.12110336882687718
moderate_absorption_frac,0.15479261520102808
weak_absorption_frac,0.7241040159720947
tau_eff_err,0.002638703559487552
tau_eff_std,0.2638703559487552
mean_flux_err,0.0007820041875602324
mean_flux_std,0.07820041875602324
n_sightlines,10000.0
tau_eff_obs_target,0.21453640709064936
mean_flux_target,0.8069154337537775
tau_scale_factor,0.3123575710440145
tau_eff_H_total,inf
hi_fraction_eff,0.0
