statistic,value
mean_flux,0.9603118927720447
median_flux,0.9968566298484802
std_flux,0.12204894100685738
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,287.0000118608569
median_tau,0.00314830569550395
effective_tau,0.04049715898081893
deep_absorption_frac,0.005335577538054833
moderate_absorption_frac,0.014448403189357438
weak_absorption_frac,0.9802160192725877
tau_eff_err,0.0008196123229068837
tau_eff_std,0.08196123229068837
mean_flux_err,0.0004031039718317414
mean_flux_std,0.04031039718317414
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,11.46303709970623
hi_fraction_eff,0.0035328472206898904
