k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,9.746950e+00,9.030213e+01,9.030213e-01
2.350747e-03,5.571527e+00,1.161974e+01,1.161974e-01
4.701495e-03,4.714691e+00,6.809240e+00,6.809240e-02
7.052242e-03,3.987589e+00,5.449456e+00,5.449456e-02
9.402990e-03,3.532750e+00,4.722329e+00,4.722329e-02
1.175374e-02,3.020798e+00,3.885022e+00,3.885022e-02
1.410448e-02,2.599454e+00,3.440324e+00,3.440324e-02
1.645523e-02,2.243594e+00,2.888293e+00,2.888293e-02
1.880598e-02,1.941577e+00,2.423110e+00,2.423110e-02
2.115673e-02,1.687115e+00,2.136314e+00,2.136314e-02
2.350747e-02,1.440442e+00,1.752200e+00,1.752200e-02
2.585822e-02,1.256369e+00,1.535313e+00,1.535313e-02
2.820897e-02,1.097475e+00,1.331978e+00,1.331978e-02
3.055972e-02,9.559978e-01,1.186955e+00,1.186955e-02
3.291046e-02,8.253763e-01,9.926600e-01,9.926600e-03
3.526121e-02,7.448255e-01,9.079521e-01,9.079521e-03
3.761196e-02,6.465425e-01,7.858893e-01,7.858893e-03
3.996271e-02,5.624138e-01,6.763807e-01,6.763807e-03
4.231345e-02,4.998144e-01,6.153061e-01,6.153061e-03
4.466420e-02,4.407269e-01,5.270617e-01,5.270617e-03
4.701495e-02,3.946911e-01,4.794957e-01,4.794957e-03
4.936570e-02,3.405398e-01,4.056374e-01,4.056374e-03
5.171644e-02,2.968190e-01,3.543382e-01,3.543382e-03
5.406719e-02,2.662360e-01,3.215351e-01,3.215351e-03
5.641794e-02,2.380261e-01,2.828819e-01,2.828819e-03
5.876868e-02,2.109642e-01,2.556566e-01,2.556566e-03
6.111943e-02,1.884977e-01,2.289343e-01,2.289343e-03
6.347018e-02,1.672324e-01,2.053667e-01,2.053667e-03
6.582093e-02,1.505117e-01,1.794984e-01,1.794984e-03
6.817167e-02,1.300887e-01,1.590917e-01,1.590917e-03
7.052242e-02,1.185874e-01,1.407375e-01,1.407375e-03
7.287317e-02,1.040887e-01,1.228430e-01,1.228430e-03
7.522392e-02,9.341112e-02,1.116091e-01,1.116091e-03
7.757466e-02,8.275474e-02,9.989068e-02,9.989068e-04
7.992541e-02,7.568064e-02,9.248938e-02,9.248938e-04
8.227616e-02,6.696043e-02,8.212597e-02,8.212597e-04
8.462691e-02,6.028910e-02,7.275847e-02,7.275847e-04
