statistic,value
mean_flux,0.5715498723815409
median_flux,0.6902182102203369
std_flux,0.3304208496627917
min_flux,2.9382650407717056e-39
max_flux,0.9993632435798645
mean_tau,1723.1180333719567
median_tau,0.370747447013855
effective_tau,0.55940353379523
deep_absorption_frac,0.17188676998134597
moderate_absorption_frac,0.1814786231884058
weak_absorption_frac,0.6466346068302482
tau_eff_err,0.002094710388099783
tau_eff_std,0.20947103880997828
mean_flux_err,0.0007789325311264195
mean_flux_std,0.07789325311264195
n_sightlines,10000.0
tau_eff_obs_target,0.3620014421674397
mean_flux_target,0.6962813636867353
tau_scale_factor,0.4743279083519836
tau_eff_H_total,
hi_fraction_eff,
