statistic,value
mean_flux,0.927469534068104
median_flux,0.9910614490509033
std_flux,0.17646428489044458
min_flux,2.9382650407717056e-39
max_flux,0.9999998807907104
mean_tau,536.2013863098766
median_tau,0.008978724479675293
effective_tau,0.07529533240595905
deep_absorption_frac,0.01565597448052811
moderate_absorption_frac,0.02902127508750166
weak_absorption_frac,0.9553227504319702
tau_eff_err,0.0011123458321977782
tau_eff_std,0.11123458321977782
mean_flux_err,0.0005618695426565908
mean_flux_std,0.056186954265659075
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,14.662066646245624
hi_fraction_eff,0.005135383307464959
