ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.524589e+04,4.802760e+03
HI 1215Å,20569,2.056900e+01,5.738029e-02,9.344088e+03,1.182080e+00
