# n_sightlines = 10000
# X = 8.339103e-03 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 8.339103e-03
# redshift = 0.000000
# n_absorbers = 490000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 2.166659
# beta_fit_err = 0.027328
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,8.114839e-12,3958,1.289858e-13,2.000000e-01,1.292447e+13
1.331141e+01,3.628582e-12,2805,6.851262e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.597331e-12,1957,3.610768e-14,2.000000e-01,3.246479e+13
1.371141e+01,6.859751e-13,1332,1.879560e-14,2.000000e-01,5.145323e+13
1.391141e+01,2.563782e-13,789,9.127306e-15,2.000000e-01,8.154787e+13
1.411141e+01,9.841139e-14,480,4.491845e-15,2.000000e-01,1.292447e+14
1.431141e+01,3.117606e-14,241,2.008226e-15,2.000000e-01,2.048390e+14
1.451141e+01,1.248808e-14,153,1.009601e-15,2.000000e-01,3.246479e+14
1.471141e+01,4.068471e-15,79,4.577387e-16,2.000000e-01,5.145323e+14
1.491141e+01,1.689692e-15,52,2.343181e-16,2.000000e-01,8.154787e+14
1.511141e+01,4.920569e-16,24,1.004407e-16,2.000000e-01,1.292447e+15
1.531141e+01,2.457863e-16,19,5.638725e-17,2.000000e-01,2.048390e+15
1.551141e+01,1.387564e-16,17,3.365337e-17,2.000000e-01,3.246479e+15
1.571141e+01,8.239941e-17,16,2.059985e-17,2.000000e-01,5.145323e+15
1.591141e+01,4.549170e-17,14,1.215817e-17,2.000000e-01,8.154787e+15
1.611141e+01,3.075356e-17,15,7.940535e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.293612e-17,10,4.090761e-18,2.000000e-01,2.048390e+16
1.651141e+01,5.713499e-18,7,2.159500e-18,2.000000e-01,3.246479e+16
1.671141e+01,3.604974e-18,7,1.362552e-18,2.000000e-01,5.145323e+16
1.691141e+01,1.949644e-18,6,7.959389e-19,2.000000e-01,8.154787e+16
1.711141e+01,8.200949e-19,4,4.100475e-19,2.000000e-01,1.292447e+17
1.731141e+01,1.034890e-18,8,3.658888e-19,2.000000e-01,2.048390e+17
1.751141e+01,3.264857e-19,4,1.632428e-19,2.000000e-01,3.246479e+17
1.771141e+01,1.544989e-19,3,8.919998e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.299763e-19,4,6.498814e-20,2.000000e-01,8.154787e+17
1.811141e+01,8.200949e-20,4,4.100475e-20,2.000000e-01,1.292447e+18
1.831141e+01,1.293612e-20,1,1.293612e-20,2.000000e-01,2.048390e+18
1.851141e+01,3.264857e-20,4,1.632428e-20,2.000000e-01,3.246479e+18
1.871141e+01,2.059985e-20,4,1.029993e-20,2.000000e-01,5.145323e+18
1.891141e+01,1.299763e-20,4,6.498814e-21,2.000000e-01,8.154787e+18
1.911141e+01,8.200949e-21,4,4.100475e-21,2.000000e-01,1.292447e+19
1.931141e+01,1.293612e-21,1,1.293612e-21,2.000000e-01,2.048390e+19
1.951141e+01,2.448642e-21,3,1.413724e-21,2.000000e-01,3.246479e+19
1.971141e+01,1.544989e-21,3,8.919998e-22,2.000000e-01,5.145323e+19
1.991141e+01,6.498814e-22,2,4.595356e-22,2.000000e-01,8.154787e+19
2.011141e+01,2.050237e-22,1,2.050237e-22,2.000000e-01,1.292447e+20
2.031141e+01,2.587225e-22,2,1.829444e-22,2.000000e-01,2.048390e+20
2.051141e+01,2.448642e-22,3,1.413724e-22,2.000000e-01,3.246479e+20
2.071141e+01,5.149963e-23,1,5.149963e-23,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+21
2.131141e+01,1.293612e-23,1,1.293612e-23,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
