statistic,value
mean_flux,0.962969488250533
median_flux,0.9971901178359985
std_flux,0.11945034174376948
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,436.799280842952
median_tau,0.0028137927874922752
effective_tau,0.037733551745636924
deep_absorption_frac,0.005424340968499402
moderate_absorption_frac,0.013228620796597404
weak_absorption_frac,0.9813470382349032
tau_eff_err,0.001002715035083465
tau_eff_std,0.10027150350834649
mean_flux_err,0.00044254993093842675
mean_flux_std,0.044254993093842676
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,12.147156906969416
hi_fraction_eff,0.003106368992408426
