ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,6.987999e+04,1.573432e+04
HI 1215Å,34203,3.420300e+01,1.014084e-01,8.866103e+03,1.284473e+00
