# n_sightlines = 10000
# X = 5.642227e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 5.642227e-02
# redshift = 1.601151
# n_absorbers = 470000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.861175
# beta_fit_err = 0.021243
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,4.993484e-12,16479,3.889899e-14,2.000000e-01,1.292447e+13
1.331141e+01,2.461424e-12,12874,2.169350e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.181257e-12,9792,1.193737e-14,2.000000e-01,3.246479e+13
1.371141e+01,5.666796e-13,7445,6.567577e-15,2.000000e-01,5.145323e+13
1.391141e+01,2.523265e-13,5254,3.481111e-15,2.000000e-01,8.154787e+13
1.411141e+01,1.079967e-13,3564,1.809013e-15,2.000000e-01,1.292447e+14
1.431141e+01,4.328618e-14,2264,9.097269e-16,2.000000e-01,2.048390e+14
1.451141e+01,1.775745e-14,1472,4.628356e-16,2.000000e-01,3.246479e+14
1.471141e+01,7.314695e-15,961,2.359579e-16,2.000000e-01,5.145323e+14
1.491141e+01,3.203308e-15,667,1.240326e-16,2.000000e-01,8.154787e+14
1.511141e+01,1.366625e-15,451,6.435186e-17,2.000000e-01,1.292447e+15
1.531141e+01,6.404978e-16,335,3.499413e-17,2.000000e-01,2.048390e+15
1.551141e+01,2.605713e-16,216,1.772963e-17,2.000000e-01,3.246479e+15
1.571141e+01,1.271128e-16,167,9.836285e-18,2.000000e-01,5.145323e+15
1.591141e+01,5.811098e-17,121,5.282817e-18,2.000000e-01,8.154787e+15
1.611141e+01,3.121117e-17,103,3.075328e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.510428e-17,79,1.699364e-18,2.000000e-01,2.048390e+16
1.651141e+01,7.238092e-18,60,9.344337e-19,2.000000e-01,3.246479e+16
1.671141e+01,4.414696e-18,58,5.796780e-19,2.000000e-01,5.145323e+16
1.691141e+01,1.776947e-18,37,2.921284e-19,2.000000e-01,8.154787e+16
1.711141e+01,6.666464e-19,22,1.421295e-19,2.000000e-01,1.292447e+17
1.731141e+01,6.118188e-19,32,1.081553e-19,2.000000e-01,2.048390e+17
1.751141e+01,2.412697e-19,20,5.394955e-20,2.000000e-01,3.246479e+17
1.771141e+01,1.446194e-19,19,3.317796e-20,2.000000e-01,5.145323e+17
1.791141e+01,9.124865e-20,19,2.093388e-20,2.000000e-01,8.154787e+17
1.811141e+01,3.636253e-20,12,1.049696e-20,2.000000e-01,1.292447e+18
1.831141e+01,3.250287e-20,17,7.883105e-21,2.000000e-01,2.048390e+18
1.851141e+01,1.809523e-20,15,4.672168e-21,2.000000e-01,3.246479e+18
1.871141e+01,6.850391e-21,9,2.283464e-21,2.000000e-01,5.145323e+18
1.891141e+01,4.802561e-21,10,1.518703e-21,2.000000e-01,8.154787e+18
1.911141e+01,2.424169e-21,8,8.570731e-22,2.000000e-01,1.292447e+19
1.931141e+01,1.911934e-21,10,6.046066e-22,2.000000e-01,2.048390e+19
1.951141e+01,8.444441e-22,7,3.191699e-22,2.000000e-01,3.246479e+19
1.971141e+01,9.895009e-22,13,2.744382e-22,2.000000e-01,5.145323e+19
1.991141e+01,3.361792e-22,7,1.270638e-22,2.000000e-01,8.154787e+19
2.011141e+01,2.727190e-22,9,9.090633e-23,2.000000e-01,1.292447e+20
2.031141e+01,9.559669e-23,5,4.275214e-23,2.000000e-01,2.048390e+20
2.051141e+01,8.444441e-23,7,3.191699e-23,2.000000e-01,3.246479e+20
2.071141e+01,7.611546e-24,1,7.611546e-24,2.000000e-01,5.145323e+20
2.091141e+01,2.401280e-23,5,1.073885e-23,2.000000e-01,8.154787e+20
2.111141e+01,6.060422e-24,2,4.285365e-24,2.000000e-01,1.292447e+21
2.131141e+01,3.823868e-24,2,2.703883e-24,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
