statistic,value
mean_flux,0.40186440323245753
median_flux,0.424410343170166
std_flux,0.3072912417616158
min_flux,2.9382650407717056e-39
max_flux,0.9940402507781982
mean_tau,9846.96896084956
median_tau,0.8570545315742493
effective_tau,0.9116405526552719
deep_absorption_frac,0.2789001870430199
moderate_absorption_frac,0.2836472062574392
weak_absorption_frac,0.4374526066995409
tau_eff_err,0.007906372392253277
tau_eff_std,0.7906372392253277
mean_flux_err,0.0008357124008052663
mean_flux_std,0.08357124008052663
n_sightlines,10000.0
tau_eff_obs_target,0.5554037618171708
mean_flux_target,0.5738405195244356
tau_scale_factor,0.42883130024553945
tau_eff_H_total,
hi_fraction_eff,
