k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,1.271690e+02,2.619861e+02,2.619861e+00,6.627553e+01,1.887505e+02,1.887505e+00
2.136747e-03,9.949579e+01,9.404613e+01,9.404613e-01,5.257331e+01,5.273298e+01,5.273298e-01
4.273494e-03,9.124684e+01,8.677145e+01,8.677145e-01,4.836054e+01,4.492208e+01,4.492208e-01
6.410241e-03,6.524625e+01,6.337210e+01,6.337210e-01,3.467937e+01,3.465137e+01,3.465137e-01
8.546988e-03,6.029333e+01,6.118293e+01,6.118293e-01,3.227800e+01,3.265693e+01,3.265693e-01
1.068374e-02,5.175834e+01,5.254266e+01,5.254266e-01,2.802672e+01,2.811903e+01,2.811903e-01
1.282048e-02,4.265095e+01,4.295397e+01,4.295397e-01,2.329248e+01,2.340445e+01,2.340445e-01
1.495723e-02,3.876230e+01,3.895800e+01,3.895800e-01,2.095967e+01,2.110085e+01,2.110085e-01
1.709398e-02,3.442958e+01,3.393170e+01,3.393170e-01,1.890646e+01,1.872299e+01,1.872299e-01
1.923072e-02,3.053429e+01,3.004491e+01,3.004491e-01,1.682493e+01,1.671758e+01,1.671758e-01
2.136747e-02,2.688366e+01,2.712495e+01,2.712495e-01,1.490130e+01,1.488123e+01,1.488123e-01
2.350422e-02,2.368551e+01,2.377930e+01,2.377930e-01,1.317185e+01,1.332371e+01,1.332371e-01
2.564097e-02,2.133383e+01,2.144219e+01,2.144219e-01,1.177008e+01,1.185558e+01,1.185558e-01
2.777771e-02,1.900669e+01,1.981160e+01,1.981160e-01,1.065917e+01,1.094174e+01,1.094174e-01
2.991446e-02,1.703680e+01,1.720057e+01,1.720057e-01,9.641992e+00,9.734625e+00,9.734625e-02
3.205121e-02,1.589262e+01,1.642974e+01,1.642974e-01,8.965423e+00,9.257783e+00,9.257783e-02
3.418795e-02,1.406087e+01,1.408361e+01,1.408361e-01,7.876111e+00,7.964503e+00,7.964503e-02
3.632470e-02,1.273738e+01,1.323886e+01,1.323886e-01,7.281770e+00,7.567827e+00,7.567827e-02
3.846145e-02,1.163396e+01,1.188384e+01,1.188384e-01,6.652296e+00,6.697292e+00,6.697292e-02
4.059819e-02,1.053691e+01,1.093617e+01,1.093617e-01,6.106296e+00,6.224680e+00,6.224680e-02
4.273494e-02,9.477154e+00,9.718984e+00,9.718984e-02,5.456544e+00,5.597911e+00,5.597911e-02
4.487169e-02,8.735653e+00,8.879723e+00,8.879723e-02,5.034434e+00,5.102066e+00,5.102066e-02
4.700844e-02,7.619133e+00,7.911784e+00,7.911784e-02,4.430967e+00,4.588833e+00,4.588833e-02
4.914518e-02,7.112915e+00,7.232645e+00,7.232645e-02,4.210858e+00,4.271492e+00,4.271492e-02
