ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.977521e+04,5.906011e+03
HI 1215Å,20031,2.003100e+01,5.350601e-02,6.440113e+03,1.257735e+00
