k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.104324e+01,9.073110e+01,9.073110e-01
2.843466e-03,6.851276e+00,1.189492e+01,1.189492e-01
5.686932e-03,5.889267e+00,8.435261e+00,8.435261e-02
8.530398e-03,4.771396e+00,6.261462e+00,6.261462e-02
1.137386e-02,4.077165e+00,5.261148e+00,5.261148e-02
1.421733e-02,3.489212e+00,4.546170e+00,4.546170e-02
1.706080e-02,2.825365e+00,3.529874e+00,3.529874e-02
1.990426e-02,2.355582e+00,2.946231e+00,2.946231e-02
2.274773e-02,1.968785e+00,2.401025e+00,2.401025e-02
2.559119e-02,1.677472e+00,2.018372e+00,2.018372e-02
2.843466e-02,1.422668e+00,1.736169e+00,1.736169e-02
3.127813e-02,1.237425e+00,1.497103e+00,1.497103e-02
3.412159e-02,1.058964e+00,1.307313e+00,1.307313e-02
3.696506e-02,9.256848e-01,1.135066e+00,1.135066e-02
3.980852e-02,7.695303e-01,9.132429e-01,9.132429e-03
4.265199e-02,6.821226e-01,8.178651e-01,8.178651e-03
4.549546e-02,5.944112e-01,6.950714e-01,6.950714e-03
4.833892e-02,5.081934e-01,5.995006e-01,5.995006e-03
5.118239e-02,4.416585e-01,5.298292e-01,5.298292e-03
5.402585e-02,3.899986e-01,4.653972e-01,4.653972e-03
5.686932e-02,3.300707e-01,3.994162e-01,3.994162e-03
5.971278e-02,2.952282e-01,3.421016e-01,3.421016e-03
6.255625e-02,2.537853e-01,2.963268e-01,2.963268e-03
6.539972e-02,2.255670e-01,2.709539e-01,2.709539e-03
6.824318e-02,1.969669e-01,2.353184e-01,2.353184e-03
7.108665e-02,1.727033e-01,2.066680e-01,2.066680e-03
7.393011e-02,1.507618e-01,1.805482e-01,1.805482e-03
7.677358e-02,1.334505e-01,1.587591e-01,1.587591e-03
7.961705e-02,1.145217e-01,1.335851e-01,1.335851e-03
8.246051e-02,1.035630e-01,1.208546e-01,1.208546e-03
8.530398e-02,8.960181e-02,1.055428e-01,1.055428e-03
8.814744e-02,7.721322e-02,9.035735e-02,9.035735e-04
9.099091e-02,7.031661e-02,8.359834e-02,8.359834e-04
9.383438e-02,6.246917e-02,7.637590e-02,7.637590e-04
9.667784e-02,5.363712e-02,6.378688e-02,6.378688e-04
9.952131e-02,4.827878e-02,5.722368e-02,5.722368e-04
1.023648e-01,4.245870e-02,4.997088e-02,4.997088e-04
1.052082e-01,3.761350e-02,4.507172e-02,4.507172e-04
