# n_pixels = 220960000
# n_pixels_in_grid = 202956068
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 7.974184e-02
# frac_tau_overflow = 1.738668e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,3.601203e-01,1.459195e-04,6090717
-2.875000e+00,-2.916667e+00,-2.833333e+00,4.194578e-01,1.574830e-04,7094292
-2.791667e+00,-2.833333e+00,-2.750000e+00,4.740568e-01,1.674190e-04,8017726
-2.708333e+00,-2.750000e+00,-2.666667e+00,5.149645e-01,1.744931e-04,8709598
-2.625000e+00,-2.666667e+00,-2.583333e+00,5.438028e-01,1.793124e-04,9197339
-2.541667e+00,-2.583333e+00,-2.500000e+00,5.540971e-01,1.810016e-04,9371447
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.542178e-01,1.810214e-04,9373488
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.442582e-01,1.793875e-04,9205042
-2.291667e+00,-2.333333e+00,-2.250000e+00,5.240613e-01,1.760276e-04,8863452
-2.208333e+00,-2.250000e+00,-2.166667e+00,5.008306e-01,1.720818e-04,8470550
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.752149e-01,1.676234e-04,8037312
-2.041667e+00,-2.083333e+00,-2.000000e+00,4.461883e-01,1.624234e-04,7546385
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.207210e-01,1.577200e-04,7115656
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.941130e-01,1.526511e-04,6665635
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.698021e-01,1.478680e-04,6254465
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.440924e-01,1.426353e-04,5819637
-1.625000e+00,-1.666667e+00,-1.583333e+00,3.231280e-01,1.382219e-04,5465066
-1.541667e+00,-1.583333e+00,-1.500000e+00,3.053952e-01,1.343757e-04,5165151
