statistic,value
mean_flux,0.9456201329432774
median_flux,0.9946939945220947
std_flux,0.14623761461845544
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,348.51723594266736
median_tau,0.005320106167346239
effective_tau,0.05591434137328834
deep_absorption_frac,0.008677718650759591
moderate_absorption_frac,0.020782795468200155
weak_absorption_frac,0.9705394858810402
tau_eff_err,0.0008537462987470752
tau_eff_std,0.08537462987470752
mean_flux_err,0.00048582540000812976
mean_flux_std,0.048582540000812975
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,12.375650584553744
hi_fraction_eff,0.004518093079291769
