ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,8.064652e+04,2.249531e+04
HI 1215Å,63284,6.328400e+01,1.658415e-01,1.390814e+04,1.332009e+00
