# n_sightlines = 10000
# X = 1.344141e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 1.344141e-02
# redshift = 0.269588
# n_absorbers = 450000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 2.331692
# beta_fit_err = 0.039381
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,4.843680e-12,3808,7.849229e-14,2.000000e-01,1.292447e+13
1.331141e+01,2.134012e-12,2659,4.138450e-14,2.000000e-01,2.048390e+13
1.351141e+01,9.413647e-13,1859,2.183324e-14,2.000000e-01,3.246479e+13
1.371141e+01,3.738216e-13,1170,1.092877e-14,2.000000e-01,5.145323e+13
1.391141e+01,1.439384e-13,714,5.386760e-15,2.000000e-01,8.154787e+13
1.411141e+01,4.973422e-14,391,2.515167e-15,2.000000e-01,1.292447e+14
1.431141e+01,1.653277e-14,206,1.151893e-15,2.000000e-01,2.048390e+14
1.451141e+01,4.861270e-15,96,4.961513e-16,2.000000e-01,3.246479e+14
1.471141e+01,1.533627e-15,48,2.213600e-16,2.000000e-01,5.145323e+14
1.491141e+01,6.047833e-16,30,1.104178e-16,2.000000e-01,8.154787e+14
1.511141e+01,2.798345e-16,22,5.966091e-17,2.000000e-01,1.292447e+15
1.531141e+01,1.203843e-16,15,3.108309e-17,2.000000e-01,2.048390e+15
1.551141e+01,6.582970e-17,13,1.825787e-17,2.000000e-01,3.246479e+15
1.571141e+01,2.556045e-17,8,9.036984e-18,2.000000e-01,5.145323e+15
1.591141e+01,1.814350e-17,9,6.047833e-18,2.000000e-01,8.154787e+15
1.611141e+01,1.526370e-17,12,4.406250e-18,2.000000e-01,1.292447e+16
1.631141e+01,4.012809e-18,5,1.794583e-18,2.000000e-01,2.048390e+16
1.651141e+01,1.519147e-18,3,8.770799e-19,2.000000e-01,3.246479e+16
1.671141e+01,1.597528e-18,5,7.144363e-19,2.000000e-01,5.145323e+16
1.691141e+01,2.015944e-19,1,2.015944e-19,2.000000e-01,8.154787e+16
1.711141e+01,1.271975e-19,1,1.271975e-19,2.000000e-01,1.292447e+17
1.731141e+01,1.605124e-19,2,1.134994e-19,2.000000e-01,2.048390e+17
1.751141e+01,1.519147e-19,3,8.770799e-20,2.000000e-01,3.246479e+17
1.771141e+01,9.585169e-20,3,5.534000e-20,2.000000e-01,5.145323e+17
1.791141e+01,8.063777e-20,4,4.031889e-20,2.000000e-01,8.154787e+17
1.811141e+01,2.543950e-20,2,1.798844e-20,2.000000e-01,1.292447e+18
1.831141e+01,2.407686e-20,3,1.390078e-20,2.000000e-01,2.048390e+18
1.851141e+01,2.531912e-20,5,1.132305e-20,2.000000e-01,3.246479e+18
1.871141e+01,9.585169e-21,3,5.534000e-21,2.000000e-01,5.145323e+18
1.891141e+01,6.047833e-21,3,3.491718e-21,2.000000e-01,8.154787e+18
1.911141e+01,2.543950e-21,2,1.798844e-21,2.000000e-01,1.292447e+19
1.931141e+01,4.012809e-21,5,1.794583e-21,2.000000e-01,2.048390e+19
1.951141e+01,1.012765e-21,2,7.161327e-22,2.000000e-01,3.246479e+19
1.971141e+01,1.278023e-21,4,6.390113e-22,2.000000e-01,5.145323e+19
1.991141e+01,6.047833e-22,3,3.491718e-22,2.000000e-01,8.154787e+19
2.011141e+01,3.815925e-22,3,2.203125e-22,2.000000e-01,1.292447e+20
2.031141e+01,1.605124e-22,2,1.134994e-22,2.000000e-01,2.048390e+20
2.051141e+01,5.063823e-23,1,5.063823e-23,2.000000e-01,3.246479e+20
2.071141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+20
2.091141e+01,2.015944e-23,1,2.015944e-23,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
