statistic,value
mean_flux,0.9749400464255429
median_flux,0.9984108805656433
std_flux,0.09247032942510942
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,127.38085884361276
median_tau,0.001590357394888997
effective_tau,0.02537930072052647
deep_absorption_frac,0.0025883478800230383
moderate_absorption_frac,0.008054166851269327
weak_absorption_frac,0.9893574852687076
tau_eff_err,0.0004972848723501733
tau_eff_std,0.049728487235017334
mean_flux_err,0.0003192013975993086
mean_flux_std,0.03192013975993086
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,10.947843108317265
hi_fraction_eff,0.002318200935548659
