statistic,value
mean_flux,0.7980713601105547
median_flux,0.9391558170318604
std_flux,0.28612099021906057
min_flux,2.9382650407717056e-39
max_flux,0.999876856803894
mean_tau,1087.9617193496515
median_tau,0.06277386844158173
effective_tau,0.22555726183295183
deep_absorption_frac,0.06524495086342864
moderate_absorption_frac,0.08635534031625348
weak_absorption_frac,0.8483997088203179
tau_eff_err,0.001637468589173058
tau_eff_std,0.1637468589173058
mean_flux_err,0.0007950529368175021
mean_flux_std,0.07950529368175022
n_sightlines,10000.0
tau_eff_obs_target,0.12714278068007295
mean_flux_target,0.8806079298214535
tau_scale_factor,0.3793139800811625
tau_eff_H_total,
hi_fraction_eff,
