statistic,value
mean_flux,0.8841083935194547
median_flux,0.9812092185020447
std_flux,0.22248362147183298
min_flux,2.9382650407717056e-39
max_flux,0.9999954104423523
mean_tau,922.0965637733334
median_tau,0.018969612196087837
effective_tau,0.12317560675790065
deep_absorption_frac,0.02890630181855403
moderate_absorption_frac,0.048520993551468834
weak_absorption_frac,0.9225727046299771
tau_eff_err,0.0012938796664023816
tau_eff_std,0.12938796664023816
mean_flux_err,0.0006404923427134576
mean_flux_std,0.06404923427134576
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,19.643817298112694
hi_fraction_eff,0.006270451651914578
