ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,5.705082e+04,1.253137e+04
HI 1215Å,39637,3.963700e+01,9.821199e-02,9.388329e+03,1.232174e+00
