ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.143187e+05,4.667570e+04
HI 1215Å,94245,9.424500e+01,3.058198e-01,2.151917e+03,1.435300e+00
