statistic,value
mean_flux,0.668323093063869
median_flux,0.8012742400169373
std_flux,0.30876823568406403
min_flux,2.9382650407717056e-39
max_flux,0.9989795088768005
mean_tau,658.2159966488941
median_tau,0.22155198454856873
effective_tau,0.40298355012591097
deep_absorption_frac,0.10761804680639865
moderate_absorption_frac,0.1406719505211316
weak_absorption_frac,0.7517100026724698
tau_eff_err,0.001398503544343459
tau_eff_std,0.1398503544343459
mean_flux_err,0.0007013307587525086
mean_flux_std,0.07013307587525086
n_sightlines,10000.0
tau_eff_obs_target,0.21453640709064936
mean_flux_target,0.8069154337537775
tau_scale_factor,0.3689937772633896
tau_eff_H_total,508.8864506522073
hi_fraction_eff,0.000791892865538769
