ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.212201e+04,2.227798e+04
HI 1215Å,55447,5.544700e+01,1.699129e-01,2.269166e+04,1.471338e+00
