statistic,value
mean_flux,0.402136679103393
median_flux,0.42413750290870667
std_flux,0.3064654406636139
min_flux,2.9382650407717056e-39
max_flux,0.9922203421592712
mean_tau,2319.058444716692
median_tau,0.8576975464820862
effective_tau,0.9109632503796256
deep_absorption_frac,0.27659953069205917
moderate_absorption_frac,0.2865416221730998
weak_absorption_frac,0.436858847134841
tau_eff_err,0.0026060792366523976
tau_eff_std,0.26060792366523977
mean_flux_err,0.0008133163013042591
mean_flux_std,0.08133163013042591
n_sightlines,10000.0
tau_eff_obs_target,0.5554037618171708
mean_flux_target,0.5738405195244356
tau_scale_factor,0.43192674809520243
tau_eff_H_total,
hi_fraction_eff,
