k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,1.202814e+02,2.161204e+02,2.161204e+00,5.926541e+01,1.280248e+02,1.280248e+00
2.136747e-03,1.002426e+02,9.448140e+01,9.448140e-01,5.283189e+01,5.295457e+01,5.295457e-01
4.273494e-03,9.127129e+01,8.648890e+01,8.648890e-01,4.824468e+01,4.463696e+01,4.463696e-01
6.410241e-03,6.523625e+01,6.322374e+01,6.322374e-01,3.456731e+01,3.437160e+01,3.437160e-01
8.546988e-03,6.028687e+01,6.101156e+01,6.101156e-01,3.221850e+01,3.243736e+01,3.243736e-01
1.068374e-02,5.174057e+01,5.232161e+01,5.232161e-01,2.801470e+01,2.802535e+01,2.802535e-01
1.282048e-02,4.254883e+01,4.275826e+01,4.275826e-01,2.328539e+01,2.335127e+01,2.335127e-01
1.495723e-02,3.864113e+01,3.882447e+01,3.882447e-01,2.094401e+01,2.106406e+01,2.106406e-01
1.709398e-02,3.424265e+01,3.373959e+01,3.373959e-01,1.888587e+01,1.865716e+01,1.865716e-01
1.923072e-02,3.041956e+01,2.993621e+01,2.993621e-01,1.681845e+01,1.669300e+01,1.669300e-01
2.136747e-02,2.674368e+01,2.685356e+01,2.685356e-01,1.486476e+01,1.480181e+01,1.480181e-01
2.350422e-02,2.352463e+01,2.369125e+01,2.369125e-01,1.312535e+01,1.330719e+01,1.330719e-01
2.564097e-02,2.120724e+01,2.131245e+01,2.131245e-01,1.175451e+01,1.178617e+01,1.178617e-01
2.777771e-02,1.888076e+01,1.964915e+01,1.964915e-01,1.061327e+01,1.087896e+01,1.087896e-01
2.991446e-02,1.690604e+01,1.714471e+01,1.714471e-01,9.594641e+00,9.711882e+00,9.711882e-02
3.205121e-02,1.572551e+01,1.626121e+01,1.626121e-01,8.897665e+00,9.149825e+00,9.149825e-02
3.418795e-02,1.395476e+01,1.401276e+01,1.401276e-01,7.832618e+00,7.909521e+00,7.909521e-02
3.632470e-02,1.262996e+01,1.313423e+01,1.313423e-01,7.220866e+00,7.522806e+00,7.522806e-02
