# n_pixels = 235020000
# n_pixels_in_grid = 234422483
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 1.016084e-05
# frac_tau_overflow = 2.532248e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,1.664175e-04,2.918707e-06,3251
-2.875000e+00,-2.916667e+00,-2.833333e+00,5.801833e-04,5.449712e-06,11334
-2.791667e+00,-2.833333e+00,-2.750000e+00,1.480916e-03,8.706753e-06,28930
-2.708333e+00,-2.750000e+00,-2.666667e+00,3.303164e-03,1.300337e-05,64528
-2.625000e+00,-2.666667e+00,-2.583333e+00,8.028428e-03,2.027245e-05,156837
-2.541667e+00,-2.583333e+00,-2.500000e+00,1.765448e-02,3.006204e-05,344884
-2.458333e+00,-2.500000e+00,-2.416667e+00,3.623161e-02,4.306603e-05,707792
-2.375000e+00,-2.416667e+00,-2.333333e+00,6.755961e-02,5.880775e-05,1319791
-2.291667e+00,-2.333333e+00,-2.250000e+00,1.131363e-01,7.610128e-05,2210141
-2.208333e+00,-2.250000e+00,-2.166667e+00,1.761004e-01,9.494480e-05,3440158
-2.125000e+00,-2.166667e+00,-2.083333e+00,2.486404e-01,1.128176e-04,4857242
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.251537e-01,1.290136e-04,6351945
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.046224e-01,1.439183e-04,7904382
-1.875000e+00,-1.916667e+00,-1.833333e+00,4.813227e-01,1.569673e-04,9402738
-1.791667e+00,-1.833333e+00,-1.750000e+00,5.424660e-01,1.666392e-04,10597185
-1.708333e+00,-1.750000e+00,-1.666667e+00,5.866451e-01,1.732921e-04,11460233
-1.625000e+00,-1.666667e+00,-1.583333e+00,6.116005e-01,1.769395e-04,11947742
-1.541667e+00,-1.583333e+00,-1.500000e+00,6.190683e-01,1.780165e-04,12093628
-1.458333e+00,-1.500000e+00,-1.416667e+00,6.150951e-01,1.774443e-04,12016011
-1.375000e+00,-1.416667e+00,-1.333333e+00,5.984825e-01,1.750317e-04,11691480
-1.291667e+00,-1.333333e+00,-1.250000e+00,5.725084e-01,1.711914e-04,11184071
-1.208333e+00,-1.250000e+00,-1.166667e+00,5.401206e-01,1.662786e-04,10551367
-1.125000e+00,-1.166667e+00,-1.083333e+00,5.043870e-01,1.606841e-04,9853304
-1.041667e+00,-1.083333e+00,-1.000000e+00,4.623896e-01,1.538491e-04,9032876
-9.583333e-01,-1.000000e+00,-9.166667e-01,4.204407e-01,1.467045e-04,8213396
-8.750000e-01,-9.166667e-01,-8.333333e-01,3.852892e-01,1.404379e-04,7526704
-7.916667e-01,-8.333333e-01,-7.500000e-01,3.525813e-01,1.343447e-04,6887748
-7.083333e-01,-7.500000e-01,-6.666667e-01,3.233683e-01,1.286589e-04,6317067
-6.250000e-01,-6.666667e-01,-5.833333e-01,2.970660e-01,1.233154e-04,5803246
-5.416667e-01,-5.833333e-01,-5.000000e-01,2.721725e-01,1.180356e-04,5316947
-4.583333e-01,-5.000000e-01,-4.166667e-01,2.508989e-01,1.133288e-04,4901362
-3.750000e-01,-4.166667e-01,-3.333333e-01,2.350286e-01,1.096860e-04,4591333
-2.916667e-01,-3.333333e-01,-2.500000e-01,2.176373e-01,1.055499e-04,4251590
-2.083333e-01,-2.500000e-01,-1.666667e-01,2.032085e-01,1.019910e-04,3969720
-1.250000e-01,-1.666667e-01,-8.333333e-02,1.894670e-01,9.848221e-05,3701277
-4.166667e-02,-8.333333e-02,0.000000e+00,1.748884e-01,9.461752e-05,3416482
4.166667e-02,0.000000e+00,8.333333e-02,1.608103e-01,9.072937e-05,3141462
1.250000e-01,8.333333e-02,1.666667e-01,1.452484e-01,8.622767e-05,2837457
2.083333e-01,1.666667e-01,2.500000e-01,1.295982e-01,8.144987e-05,2531727
2.916667e-01,2.500000e-01,3.333333e-01,1.153161e-01,7.683091e-05,2252724
3.750000e-01,3.333333e-01,4.166667e-01,9.990434e-02,7.151270e-05,1951652
4.583333e-01,4.166667e-01,5.000000e-01,8.544890e-02,6.613696e-05,1669262
5.416667e-01,5.000000e-01,5.833333e-01,7.259048e-02,6.095802e-05,1418070
6.250000e-01,5.833333e-01,6.666667e-01,6.139500e-02,5.606057e-05,1199364
7.083333e-01,6.666667e-01,7.500000e-01,5.041963e-02,5.080317e-05,984958
7.916667e-01,7.500000e-01,8.333333e-01,4.208944e-02,4.641706e-05,822226
8.750000e-01,8.333333e-01,9.166667e-01,3.478151e-02,4.219541e-05,679464
9.583333e-01,9.166667e-01,1.000000e+00,2.842775e-02,3.814716e-05,555342
1.041667e+00,1.000000e+00,1.083333e+00,2.276945e-02,3.414030e-05,444806
1.125000e+00,1.083333e+00,1.166667e+00,1.870592e-02,3.094429e-05,365424
1.208333e+00,1.166667e+00,1.250000e+00,1.540265e-02,2.807946e-05,300894
1.291667e+00,1.250000e+00,1.333333e+00,1.205224e-02,2.483847e-05,235443
1.375000e+00,1.333333e+00,1.416667e+00,9.965699e-03,2.258629e-05,194682
1.458333e+00,1.416667e+00,1.500000e+00,8.228477e-03,2.052347e-05,160745
1.541667e+00,1.500000e+00,1.583333e+00,6.769521e-03,1.861530e-05,132244
1.625000e+00,1.583333e+00,1.666667e+00,5.812378e-03,1.724916e-05,113546
1.708333e+00,1.666667e+00,1.750000e+00,4.808293e-03,1.568868e-05,93931
1.791667e+00,1.750000e+00,1.833333e+00,4.106227e-03,1.449815e-05,80216
1.875000e+00,1.833333e+00,1.916667e+00,3.474547e-03,1.333645e-05,67876
1.958333e+00,1.916667e+00,2.000000e+00,3.083970e-03,1.256453e-05,60246
