k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,1.460000e+02,2.090803e+02,2.090803e+00,2.751544e+01,5.149375e+01,5.149375e-01
3.576870e-03,1.601399e+02,1.656060e+02,1.656060e+00,3.357724e+01,3.338952e+01,3.338952e-01
7.153740e-03,1.378988e+02,1.454771e+02,1.454771e+00,2.767501e+01,2.649992e+01,2.649992e-01
1.073061e-02,1.037540e+02,1.085368e+02,1.085368e+00,2.071969e+01,2.019702e+01,2.019702e-01
1.430748e-02,8.524869e+01,8.717855e+01,8.717855e-01,1.757444e+01,1.682185e+01,1.682185e-01
1.788435e-02,7.003959e+01,7.055701e+01,7.055701e-01,1.484966e+01,1.455012e+01,1.455012e-01
2.146122e-02,6.154194e+01,6.285861e+01,6.285861e-01,1.317313e+01,1.319306e+01,1.319306e-01
2.503809e-02,5.168114e+01,5.253961e+01,5.253961e-01,1.112238e+01,1.108132e+01,1.108132e-01
2.861496e-02,4.541626e+01,4.702793e+01,4.702793e-01,1.009046e+01,1.016071e+01,1.016071e-01
3.219183e-02,3.798286e+01,3.858767e+01,3.858767e-01,8.444410e+00,8.232561e+00,8.232561e-02
3.576870e-02,3.204685e+01,3.339397e+01,3.339397e-01,7.192006e+00,7.178115e+00,7.178115e-02
3.934557e-02,2.857701e+01,2.890408e+01,2.890408e-01,6.461900e+00,6.361935e+00,6.361935e-02
4.292244e-02,2.447278e+01,2.511416e+01,2.511416e-01,5.567312e+00,5.704758e+00,5.704758e-02
4.649931e-02,2.081822e+01,2.221251e+01,2.221251e-01,4.777178e+00,4.807637e+00,4.807637e-02
5.007618e-02,1.802492e+01,1.892131e+01,1.892131e-01,4.158580e+00,4.122946e+00,4.122946e-02
5.365305e-02,1.539617e+01,1.637304e+01,1.637304e-01,3.606544e+00,3.673620e+00,3.673620e-02
5.722992e-02,1.313329e+01,1.414131e+01,1.414131e-01,3.101298e+00,3.213943e+00,3.213943e-02
6.080679e-02,1.136670e+01,1.183600e+01,1.183600e-01,2.647266e+00,2.704835e+00,2.704835e-02
6.438366e-02,1.020604e+01,1.076111e+01,1.076111e-01,2.250403e+00,2.257287e+00,2.257287e-02
6.796053e-02,8.541864e+00,9.068812e+00,9.068812e-02,1.943972e+00,1.954260e+00,1.954260e-02
7.153740e-02,7.412892e+00,7.754267e+00,7.754267e-02,1.704506e+00,1.702976e+00,1.702976e-02
