statistic,value
mean_flux,0.1871122999026788
median_flux,0.10717592388391495
std_flux,0.2060377912706521
min_flux,2.9382650407717056e-39
max_flux,0.9192194938659668
mean_tau,837.607167485195
median_tau,2.233283519744873
effective_tau,1.6760463081371524
deep_absorption_frac,0.48957240692246384
moderate_absorption_frac,0.4015901229648184
weak_absorption_frac,0.10883747011271774
tau_eff_err,0.0035102022891597045
tau_eff_std,0.35102022891597046
mean_flux_err,0.0005394366685457636
mean_flux_std,0.053943666854576355
n_sightlines,10000.0
tau_eff_obs_target,0.5530075418021722
mean_flux_target,0.5752172164383526
tau_scale_factor,0.18162213428091806
tau_eff_H_total,inf
hi_fraction_eff,0.0
