# n_pixels = 175660000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,1.652173e+01,2.168584e-03,58044136
3.000000e-02,2.000000e-02,4.000000e-02,2.680187e+00,8.734361e-04,9416034
5.000000e-02,4.000000e-02,6.000000e-02,2.025065e+00,7.592207e-04,7114458
7.000000e-02,6.000000e-02,8.000000e-02,1.710411e+00,6.977483e-04,6009016
9.000000e-02,8.000000e-02,1.000000e-01,1.541229e+00,6.623417e-04,5414645
1.100000e-01,1.000000e-01,1.200000e-01,1.419764e+00,6.357065e-04,4987915
1.300000e-01,1.200000e-01,1.400000e-01,1.333085e+00,6.159955e-04,4683395
1.500000e-01,1.400000e-01,1.600000e-01,1.268452e+00,6.008770e-04,4456325
1.700000e-01,1.600000e-01,1.800000e-01,1.210009e+00,5.868714e-04,4251005
1.900000e-01,1.800000e-01,2.000000e-01,1.162317e+00,5.751894e-04,4083453
2.100000e-01,2.000000e-01,2.200000e-01,1.127314e+00,5.664624e-04,3960481
2.300000e-01,2.200000e-01,2.400000e-01,1.099441e+00,5.594156e-04,3862557
2.500000e-01,2.400000e-01,2.600000e-01,1.063573e+00,5.502148e-04,3736545
2.700000e-01,2.600000e-01,2.800000e-01,1.032877e+00,5.422168e-04,3628705
2.900000e-01,2.800000e-01,3.000000e-01,1.003856e+00,5.345449e-04,3526746
3.100000e-01,3.000000e-01,3.200000e-01,9.661716e-01,5.244157e-04,3394354
3.300000e-01,3.200000e-01,3.400000e-01,9.368103e-01,5.163859e-04,3291202
3.500000e-01,3.400000e-01,3.600000e-01,9.085424e-01,5.085354e-04,3191891
3.700000e-01,3.600000e-01,3.800000e-01,8.830149e-01,5.013403e-04,3102208
3.900000e-01,3.800000e-01,4.000000e-01,8.568516e-01,4.938572e-04,3010291
4.100000e-01,4.000000e-01,4.200000e-01,8.247674e-01,4.845229e-04,2897573
4.300000e-01,4.200000e-01,4.400000e-01,7.920765e-01,4.748234e-04,2782723
4.500000e-01,4.400000e-01,4.600000e-01,7.645064e-01,4.664866e-04,2685864
4.700000e-01,4.600000e-01,4.800000e-01,7.325936e-01,4.566465e-04,2573748
4.900000e-01,4.800000e-01,5.000000e-01,6.934820e-01,4.442896e-04,2436341
5.100000e-01,5.000000e-01,5.200000e-01,6.580690e-01,4.327970e-04,2311928
5.300000e-01,5.200000e-01,5.400000e-01,6.206342e-01,4.203068e-04,2180412
5.500000e-01,5.400000e-01,5.600000e-01,5.824587e-01,4.071750e-04,2046294
5.700000e-01,5.600000e-01,5.800000e-01,5.381143e-01,3.913684e-04,1890503
5.900000e-01,5.800000e-01,6.000000e-01,4.974086e-01,3.762749e-04,1747496
6.100000e-01,6.000000e-01,6.200000e-01,4.497618e-01,3.577996e-04,1580103
6.300000e-01,6.200000e-01,6.400000e-01,4.051392e-01,3.395867e-04,1423335
6.500000e-01,6.400000e-01,6.600000e-01,3.530903e-01,3.170235e-04,1240477
6.700000e-01,6.600000e-01,6.800000e-01,3.066925e-01,2.954610e-04,1077472
6.900000e-01,6.800000e-01,7.000000e-01,2.649120e-01,2.745993e-04,930689
7.100000e-01,7.000000e-01,7.200000e-01,2.165664e-01,2.482813e-04,760841
7.300000e-01,7.200000e-01,7.400000e-01,1.711944e-01,2.207462e-04,601440
7.500000e-01,7.400000e-01,7.600000e-01,1.332384e-01,1.947436e-04,468093
7.700000e-01,7.600000e-01,7.800000e-01,9.689941e-02,1.660769e-04,340427
7.900000e-01,7.800000e-01,8.000000e-01,6.585563e-02,1.369131e-04,231364
8.100000e-01,8.000000e-01,8.200000e-01,4.067004e-02,1.075935e-04,142882
8.300000e-01,8.200000e-01,8.400000e-01,2.350706e-02,8.179895e-05,82585
8.500000e-01,8.400000e-01,8.600000e-01,1.076910e-02,5.536538e-05,37834
8.700000e-01,8.600000e-01,8.800000e-01,4.709382e-03,3.661260e-05,16545
8.900000e-01,8.800000e-01,9.000000e-01,1.722931e-03,2.214535e-05,6053
9.100000e-01,9.000000e-01,9.200000e-01,4.599795e-04,1.144242e-05,1616
9.300000e-01,9.200000e-01,9.400000e-01,0.000000e+00,0.000000e+00,0
9.500000e-01,9.400000e-01,9.600000e-01,0.000000e+00,0.000000e+00,0
9.700000e-01,9.600000e-01,9.800000e-01,0.000000e+00,0.000000e+00,0
9.900000e-01,9.800000e-01,1.000000e+00,0.000000e+00,0.000000e+00,0
