statistic,value
mean_flux,0.9704927997151666
median_flux,0.9988954663276672
std_flux,0.10957353978845978
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,125.285927831708
median_tau,0.0011051464825868607
effective_tau,0.029951295550345237
deep_absorption_frac,0.0041362614504580186
moderate_absorption_frac,0.011731057242289691
weak_absorption_frac,0.9841326813072523
tau_eff_err,0.000509478223140133
tau_eff_std,0.0509478223140133
mean_flux_err,0.000343205213732778
mean_flux_std,0.034320521373277804
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
