# n_sightlines = 10000
# X = 8.339103e-03 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 8.339103e-03
# redshift = 0.000000
# n_absorbers = 490000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 2.202666
# beta_fit_err = 0.062244
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,9.871892e-12,4815,1.422664e-13,2.000000e-01,1.292447e+13
1.331141e+01,4.708749e-12,3640,7.804675e-14,2.000000e-01,2.048390e+13
1.351141e+01,2.094406e-12,2566,4.134590e-14,2.000000e-01,3.246479e+13
1.371141e+01,9.980629e-13,1938,2.267154e-14,2.000000e-01,5.145323e+13
1.391141e+01,3.860296e-13,1188,1.119985e-14,2.000000e-01,8.154787e+13
1.411141e+01,1.677094e-13,818,5.863822e-15,2.000000e-01,1.292447e+14
1.431141e+01,5.640149e-14,436,2.701142e-15,2.000000e-01,2.048390e+14
1.451141e+01,1.746698e-14,214,1.194018e-15,2.000000e-01,3.246479e+14
1.471141e+01,5.407461e-15,105,5.277142e-16,2.000000e-01,5.145323e+14
1.491141e+01,1.982138e-15,61,2.537868e-16,2.000000e-01,8.154787e+14
1.511141e+01,6.560759e-16,32,1.159789e-16,2.000000e-01,1.292447e+15
1.531141e+01,2.328502e-16,18,5.488332e-17,2.000000e-01,2.048390e+15
1.551141e+01,1.305943e-16,16,3.264857e-17,2.000000e-01,3.246479e+15
1.571141e+01,3.604974e-17,7,1.362552e-17,2.000000e-01,5.145323e+15
1.591141e+01,2.924466e-17,9,9.748221e-18,2.000000e-01,8.154787e+15
1.611141e+01,2.870332e-17,14,7.671285e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.034890e-17,8,3.658888e-18,2.000000e-01,2.048390e+16
1.651141e+01,2.448642e-18,3,1.413724e-18,2.000000e-01,3.246479e+16
1.671141e+01,3.089978e-18,6,1.261478e-18,2.000000e-01,5.145323e+16
1.691141e+01,1.949644e-18,6,7.959389e-19,2.000000e-01,8.154787e+16
1.711141e+01,1.230142e-18,6,5.022035e-19,2.000000e-01,1.292447e+17
1.731141e+01,7.761674e-19,6,3.168690e-19,2.000000e-01,2.048390e+17
1.751141e+01,1.632428e-19,2,1.154301e-19,2.000000e-01,3.246479e+17
1.771141e+01,2.059985e-19,4,1.029993e-19,2.000000e-01,5.145323e+17
1.791141e+01,6.498814e-20,2,4.595356e-20,2.000000e-01,8.154787e+17
1.811141e+01,2.050237e-20,1,2.050237e-20,2.000000e-01,1.292447e+18
1.831141e+01,5.174449e-20,4,2.587225e-20,2.000000e-01,2.048390e+18
1.851141e+01,2.448642e-20,3,1.413724e-20,2.000000e-01,3.246479e+18
1.871141e+01,2.574982e-20,5,1.151567e-20,2.000000e-01,5.145323e+18
1.891141e+01,6.498814e-21,2,4.595356e-21,2.000000e-01,8.154787e+18
1.911141e+01,1.025119e-20,5,4.584470e-21,2.000000e-01,1.292447e+19
1.931141e+01,5.174449e-21,4,2.587225e-21,2.000000e-01,2.048390e+19
1.951141e+01,3.264857e-21,4,1.632428e-21,2.000000e-01,3.246479e+19
1.971141e+01,1.544989e-21,3,8.919998e-22,2.000000e-01,5.145323e+19
1.991141e+01,1.624704e-21,5,7.265895e-22,2.000000e-01,8.154787e+19
2.011141e+01,2.050237e-22,1,2.050237e-22,2.000000e-01,1.292447e+20
2.031141e+01,2.587225e-22,2,1.829444e-22,2.000000e-01,2.048390e+20
2.051141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+20
2.071141e+01,5.149963e-23,1,5.149963e-23,2.000000e-01,5.145323e+20
2.091141e+01,3.249407e-23,1,3.249407e-23,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
