# n_pixels = 278760000
# n_pixels_in_grid = 275863486
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 0.000000e+00
# frac_tau_overflow = 1.039071e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,0.000000e+00,0.000000e+00,0
-2.875000e+00,-2.916667e+00,-2.833333e+00,0.000000e+00,0.000000e+00,0
-2.791667e+00,-2.833333e+00,-2.750000e+00,0.000000e+00,0.000000e+00,0
-2.708333e+00,-2.750000e+00,-2.666667e+00,0.000000e+00,0.000000e+00,0
-2.625000e+00,-2.666667e+00,-2.583333e+00,0.000000e+00,0.000000e+00,0
-2.541667e+00,-2.583333e+00,-2.500000e+00,1.565992e-06,2.609987e-07,36
-2.458333e+00,-2.500000e+00,-2.416667e+00,3.044984e-06,3.639452e-07,70
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.611471e-06,4.940625e-07,129
-2.291667e+00,-2.333333e+00,-2.250000e+00,1.435493e-05,7.902127e-07,330
-2.208333e+00,-2.250000e+00,-2.166667e+00,2.140189e-05,9.648717e-07,492
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.815425e-05,1.447308e-06,1107
-2.041667e+00,-2.083333e+00,-2.000000e+00,1.151004e-04,2.237597e-06,2646
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.505647e-04,3.905059e-06,8059
-1.875000e+00,-1.916667e+00,-1.833333e+00,9.214993e-04,6.331273e-06,21184
-1.791667e+00,-1.833333e+00,-1.750000e+00,2.351989e-03,1.011489e-05,54069
-1.708333e+00,-1.750000e+00,-1.666667e+00,5.688901e-03,1.573105e-05,130780
-1.625000e+00,-1.666667e+00,-1.583333e+00,1.339893e-02,2.414230e-05,308023
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.934969e-02,3.573101e-05,674709
-1.458333e+00,-1.500000e+00,-1.416667e+00,5.868150e-02,5.052358e-05,1349007
-1.375000e+00,-1.416667e+00,-1.333333e+00,1.042806e-01,6.735120e-05,2397268
-1.291667e+00,-1.333333e+00,-1.250000e+00,1.677715e-01,8.542846e-05,3856835
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.489213e-01,1.040578e-04,5722357
-1.125000e+00,-1.166667e+00,-1.083333e+00,3.447280e-01,1.224565e-04,7924823
