k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,5.238254e+01,1.355881e+02,1.355881e+00,2.718676e+01,8.210730e+01,8.210730e-01
2.253923e-03,5.519357e+01,5.483612e+01,5.483612e-01,3.027897e+01,3.318279e+01,3.318279e-01
4.507846e-03,4.995855e+01,4.822521e+01,4.822521e-01,2.697188e+01,2.669729e+01,2.669729e-01
6.761769e-03,3.962178e+01,3.864609e+01,3.864609e-01,2.165355e+01,2.152875e+01,2.152875e-01
9.015691e-03,3.421794e+01,3.297044e+01,3.297044e-01,1.908238e+01,1.874561e+01,1.874561e-01
1.126961e-02,2.988079e+01,2.962773e+01,2.962773e-01,1.675066e+01,1.704479e+01,1.704479e-01
1.352354e-02,2.695940e+01,2.672360e+01,2.672360e-01,1.531678e+01,1.556751e+01,1.556751e-01
1.577746e-02,2.333378e+01,2.292497e+01,2.292497e-01,1.326596e+01,1.331404e+01,1.331404e-01
1.803138e-02,2.196634e+01,2.206181e+01,2.206181e-01,1.270981e+01,1.262132e+01,1.262132e-01
2.028531e-02,1.819390e+01,1.781889e+01,1.781889e-01,1.047904e+01,1.040540e+01,1.040540e-01
2.253923e-02,1.647823e+01,1.649519e+01,1.649519e-01,9.525860e+00,9.561164e+00,9.561164e-02
2.479315e-02,1.486316e+01,1.491066e+01,1.491066e-01,8.620814e+00,8.752879e+00,8.752879e-02
2.704707e-02,1.315013e+01,1.313965e+01,1.313965e-01,7.639119e+00,7.579826e+00,7.579826e-02
2.930100e-02,1.201403e+01,1.196544e+01,1.196544e-01,6.950514e+00,7.064537e+00,7.064537e-02
3.155492e-02,1.059771e+01,1.040516e+01,1.040516e-01,6.133255e+00,6.056356e+00,6.056356e-02
3.380884e-02,9.885239e+00,9.964938e+00,9.964938e-02,5.777826e+00,5.860184e+00,5.860184e-02
3.606277e-02,8.909790e+00,9.155444e+00,9.155444e-02,5.163733e+00,5.292877e+00,5.292877e-02
3.831669e-02,8.020413e+00,8.109795e+00,8.109795e-02,4.650809e+00,4.725429e+00,4.725429e-02
4.057061e-02,7.074280e+00,7.256307e+00,7.256307e-02,4.070332e+00,4.159282e+00,4.159282e-02
4.282453e-02,6.481573e+00,6.728522e+00,6.728522e-02,3.724674e+00,3.882375e+00,3.882375e-02
4.507846e-02,5.916778e+00,6.050651e+00,6.050651e-02,3.395633e+00,3.489024e+00,3.489024e-02
4.733238e-02,5.342102e+00,5.443935e+00,5.443935e-02,3.048924e+00,3.112259e+00,3.112259e-02
4.958630e-02,4.846330e+00,4.983017e+00,4.983017e-02,2.765181e+00,2.817614e+00,2.817614e-02
5.184023e-02,4.465045e+00,4.583928e+00,4.583928e-02,2.555046e+00,2.654885e+00,2.654885e-02
5.409415e-02,3.948992e+00,3.984018e+00,3.984018e-02,2.300657e+00,2.324924e+00,2.324924e-02
5.634807e-02,3.611218e+00,3.686457e+00,3.686457e-02,2.104152e+00,2.145802e+00,2.145802e-02
5.860199e-02,3.195040e+00,3.265176e+00,3.265176e-02,1.863868e+00,1.893497e+00,1.893497e-02
6.085592e-02,2.984364e+00,3.028458e+00,3.028458e-02,1.719370e+00,1.747280e+00,1.747280e-02
6.310984e-02,2.709588e+00,2.773127e+00,2.773127e-02,1.538458e+00,1.582253e+00,1.582253e-02
6.536376e-02,2.423118e+00,2.521649e+00,2.521649e-02,1.394909e+00,1.443032e+00,1.443032e-02
6.761769e-02,2.202678e+00,2.319038e+00,2.319038e-02,1.264269e+00,1.302380e+00,1.302380e-02
6.987161e-02,2.073877e+00,2.146320e+00,2.146320e-02,1.188242e+00,1.216561e+00,1.216561e-02
7.212553e-02,1.813579e+00,1.899420e+00,1.899420e-02,1.041114e+00,1.082149e+00,1.082149e-02
7.437945e-02,1.634777e+00,1.720534e+00,1.720534e-02,9.572711e-01,9.865652e-01,9.865652e-03
7.663338e-02,1.518206e+00,1.586479e+00,1.586479e-02,8.811733e-01,9.046927e-01,9.046927e-03
7.888730e-02,1.376712e+00,1.427410e+00,1.427410e-02,7.959192e-01,8.252188e-01,8.252188e-03
8.114122e-02,1.257785e+00,1.283652e+00,1.283652e-02,7.298759e-01,7.421433e-01,7.421433e-03
8.339515e-02,1.131924e+00,1.166174e+00,1.166174e-02,6.470226e-01,6.634410e-01,6.634410e-03
8.564907e-02,1.044371e+00,1.094549e+00,1.094549e-02,6.023983e-01,6.133452e-01,6.133452e-03
8.790299e-02,9.508197e-01,9.863664e-01,9.863664e-03,5.471056e-01,5.646116e-01,5.646116e-03
9.015691e-02,8.611775e-01,8.918038e-01,8.918038e-03,4.974558e-01,5.128605e-01,5.128605e-03
9.241084e-02,7.834753e-01,8.252744e-01,8.252744e-03,4.455377e-01,4.547017e-01,4.547017e-03
9.466476e-02,7.168940e-01,7.450763e-01,7.450763e-03,4.068431e-01,4.174932e-01,4.174932e-03
9.691868e-02,6.401161e-01,6.738592e-01,6.738592e-03,3.659349e-01,3.827625e-01,3.827625e-03
9.917261e-02,5.918976e-01,6.021073e-01,6.021073e-03,3.384304e-01,3.442300e-01,3.442300e-03
1.014265e-01,5.427147e-01,5.636036e-01,5.636036e-03,3.030928e-01,3.096562e-01,3.096562e-03
1.036805e-01,4.905234e-01,5.101607e-01,5.101607e-03,2.753473e-01,2.857496e-01,2.857496e-03
1.059344e-01,4.527142e-01,4.628833e-01,4.628833e-03,2.534653e-01,2.609444e-01,2.609444e-03
1.081883e-01,4.109608e-01,4.262630e-01,4.262630e-03,2.290600e-01,2.335563e-01,2.335563e-03
1.104422e-01,3.746042e-01,3.813634e-01,3.813634e-03,2.082520e-01,2.169784e-01,2.169784e-03
1.126961e-01,3.463318e-01,3.555219e-01,3.555219e-03,1.899518e-01,1.924364e-01,1.924364e-03
1.149501e-01,3.235874e-01,3.366019e-01,3.366019e-03,1.765529e-01,1.814500e-01,1.814500e-03
1.172040e-01,2.944274e-01,3.025032e-01,3.025032e-03,1.595064e-01,1.642193e-01,1.642193e-03
1.194579e-01,2.680959e-01,2.731699e-01,2.731699e-03,1.431686e-01,1.471969e-01,1.471969e-03
1.217118e-01,2.453138e-01,2.526187e-01,2.526187e-03,1.310606e-01,1.364342e-01,1.364342e-03
1.239658e-01,2.270657e-01,2.367066e-01,2.367066e-03,1.204957e-01,1.260645e-01,1.260645e-03
1.262197e-01,2.070230e-01,2.176619e-01,2.176619e-03,1.081078e-01,1.125661e-01,1.125661e-03
1.284736e-01,1.930867e-01,2.006788e-01,2.006788e-03,9.860933e-02,1.019215e-01,1.019215e-03
1.307275e-01,1.794273e-01,1.857771e-01,1.857771e-03,9.146090e-02,9.311101e-02,9.311101e-04
1.329814e-01,1.656850e-01,1.734412e-01,1.734412e-03,8.435817e-02,8.798371e-02,8.798371e-04
1.352354e-01,1.558627e-01,1.618633e-01,1.618633e-03,7.773714e-02,7.947120e-02,7.947120e-04
1.374893e-01,1.454217e-01,1.522170e-01,1.522170e-03,7.091641e-02,7.340150e-02,7.340150e-04
1.397432e-01,1.350685e-01,1.390204e-01,1.390204e-03,6.458509e-02,6.774119e-02,6.774119e-04
1.419971e-01,1.237888e-01,1.285282e-01,1.285282e-03,5.902713e-02,6.070452e-02,6.070452e-04
1.442511e-01,1.151488e-01,1.192569e-01,1.192569e-03,5.400693e-02,5.658259e-02,5.658259e-04
1.465050e-01,1.061609e-01,1.099749e-01,1.099749e-03,4.894940e-02,5.025815e-02,5.025815e-04
1.487589e-01,1.035227e-01,1.077144e-01,1.077144e-03,4.680611e-02,4.868461e-02,4.868461e-04
1.510128e-01,9.571023e-02,1.007682e-01,1.007682e-03,4.268403e-02,4.451359e-02,4.451359e-04
1.532668e-01,9.020812e-02,9.360972e-02,9.360972e-04,3.906712e-02,4.059142e-02,4.059142e-04
1.555207e-01,8.423591e-02,8.999715e-02,8.999715e-04,3.635174e-02,3.888239e-02,3.888239e-04
1.577746e-01,7.781503e-02,8.111694e-02,8.111694e-04,3.330611e-02,3.465524e-02,3.465524e-04
1.600285e-01,7.342933e-02,7.538173e-02,7.538173e-04,3.070481e-02,3.203275e-02,3.203275e-04
1.622824e-01,7.010011e-02,7.269223e-02,7.269223e-04,2.895491e-02,2.970304e-02,2.970304e-04
1.645364e-01,6.584304e-02,6.869945e-02,6.869945e-04,2.698606e-02,2.872133e-02,2.872133e-04
1.667903e-01,6.259858e-02,6.718177e-02,6.718177e-04,2.422277e-02,2.585394e-02,2.585394e-04
1.690442e-01,5.844700e-02,6.174518e-02,6.174518e-04,2.271089e-02,2.407676e-02,2.407676e-04
1.712981e-01,5.443070e-02,5.637887e-02,5.637887e-04,2.121936e-02,2.234565e-02,2.234565e-04
1.735521e-01,5.147848e-02,5.391319e-02,5.391319e-04,1.960830e-02,2.090097e-02,2.090097e-04
1.758060e-01,4.873415e-02,5.160278e-02,5.160278e-04,1.802429e-02,1.886153e-02,1.886153e-04
1.780599e-01,4.581585e-02,4.770098e-02,4.770098e-04,1.686702e-02,1.792278e-02,1.792278e-04
1.803138e-01,4.379524e-02,4.572063e-02,4.572063e-04,1.588161e-02,1.689510e-02,1.689510e-04
