k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.785364e+01,1.098005e+02,1.098005e+00
2.673387e-03,1.311653e+01,1.777488e+01,1.777488e-01
5.346774e-03,1.178364e+01,1.344115e+01,1.344115e-01
8.020162e-03,9.185263e+00,1.078251e+01,1.078251e-01
1.069355e-02,7.833772e+00,8.783566e+00,8.783566e-02
1.336694e-02,6.490104e+00,7.167915e+00,7.167915e-02
1.604032e-02,5.584398e+00,5.937172e+00,5.937172e-02
1.871371e-02,4.927038e+00,5.424632e+00,5.424632e-02
2.138710e-02,4.224157e+00,4.637415e+00,4.637415e-02
2.406048e-02,3.537572e+00,4.012593e+00,4.012593e-02
2.673387e-02,3.031796e+00,3.342642e+00,3.342642e-02
2.940726e-02,2.596321e+00,2.819749e+00,2.819749e-02
3.208065e-02,2.267077e+00,2.528027e+00,2.528027e-02
3.475403e-02,1.986171e+00,2.160396e+00,2.160396e-02
3.742742e-02,1.755259e+00,1.932975e+00,1.932975e-02
4.010081e-02,1.527523e+00,1.625779e+00,1.625779e-02
4.277419e-02,1.314803e+00,1.449770e+00,1.449770e-02
4.544758e-02,1.220631e+00,1.362423e+00,1.362423e-02
4.812097e-02,1.053006e+00,1.164765e+00,1.164765e-02
5.079436e-02,9.428555e-01,1.018823e+00,1.018823e-02
5.346774e-02,8.381146e-01,9.071141e-01,9.071141e-03
5.614113e-02,7.236281e-01,8.194335e-01,8.194335e-03
5.881452e-02,6.421576e-01,6.964929e-01,6.964929e-03
6.148791e-02,5.727598e-01,6.247848e-01,6.247848e-03
6.416129e-02,5.097502e-01,5.543636e-01,5.543636e-03
6.683468e-02,4.576431e-01,5.167784e-01,5.167784e-03
6.950807e-02,4.006215e-01,4.370777e-01,4.370777e-03
7.218145e-02,3.493377e-01,3.738538e-01,3.738538e-03
7.485484e-02,3.164617e-01,3.425317e-01,3.425317e-03
7.752823e-02,2.768878e-01,3.044457e-01,3.044457e-03
8.020162e-02,2.516435e-01,2.785634e-01,2.785634e-03
8.287500e-02,2.206761e-01,2.364970e-01,2.364970e-03
8.554839e-02,1.994469e-01,2.203498e-01,2.203498e-03
8.822178e-02,1.782251e-01,1.946779e-01,1.946779e-03
9.089516e-02,1.573949e-01,1.763838e-01,1.763838e-03
9.356855e-02,1.393377e-01,1.513033e-01,1.513033e-03
9.624194e-02,1.253050e-01,1.374221e-01,1.374221e-03
9.891533e-02,1.121084e-01,1.220487e-01,1.220487e-03
1.015887e-01,1.019296e-01,1.130501e-01,1.130501e-03
1.042621e-01,9.035022e-02,9.811707e-02,9.811707e-04
1.069355e-01,7.953988e-02,8.723649e-02,8.723649e-04
1.096089e-01,6.965559e-02,7.460686e-02,7.460686e-04
1.122823e-01,6.316501e-02,6.926928e-02,6.926928e-04
1.149556e-01,5.722413e-02,6.304397e-02,6.304397e-04
1.176290e-01,5.055502e-02,5.504643e-02,5.504643e-04
1.203024e-01,4.561918e-02,4.996496e-02,4.996496e-04
1.229758e-01,4.043151e-02,4.498860e-02,4.498860e-04
1.256492e-01,3.600792e-02,4.061784e-02,4.061784e-04
1.283226e-01,3.212618e-02,3.546105e-02,3.546105e-04
1.309960e-01,2.821552e-02,3.099823e-02,3.099823e-04
1.336694e-01,2.540970e-02,2.828828e-02,2.828828e-04
1.363427e-01,2.315925e-02,2.573043e-02,2.573043e-04
1.390161e-01,2.046528e-02,2.220674e-02,2.220674e-04
1.416895e-01,1.829394e-02,2.026498e-02,2.026498e-04
1.443629e-01,1.637098e-02,1.816042e-02,1.816042e-04
1.470363e-01,1.470200e-02,1.649313e-02,1.649313e-04
1.497097e-01,1.320273e-02,1.505798e-02,1.505798e-04
1.523831e-01,1.161979e-02,1.299978e-02,1.299978e-04
