statistic,value
mean_flux,0.8545506592210094
median_flux,0.9699958562850952
std_flux,0.250176781726855
min_flux,2.9382650407717056e-39
max_flux,0.9999310374259949
mean_tau,2064.052297176807
median_tau,0.030463483184576035
effective_tau,0.1571794929631829
deep_absorption_frac,0.04140485065100843
moderate_absorption_frac,0.0626565015743341
weak_absorption_frac,0.8959386477746575
tau_eff_err,0.0036513555331424323
tau_eff_std,0.36513555331424324
mean_flux_err,0.0007448043696379726
mean_flux_std,0.07448043696379726
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
