statistic,value
mean_flux,0.9628521945765487
median_flux,0.9981325268745422
std_flux,0.12199950730035036
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,470.8779248389433
median_tau,0.0018692037556320429
effective_tau,0.03785536330812502
deep_absorption_frac,0.005801360152407957
moderate_absorption_frac,0.013709277391342874
weak_absorption_frac,0.9804893624562492
tau_eff_err,0.001403985092796941
tau_eff_std,0.1403985092796941
mean_flux_err,0.0003857791504304244
mean_flux_std,0.03857791504304244
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,14.374866393378348
hi_fraction_eff,0.0026334409963521877
