# n_pixels = 225710000
# n_pixels_in_grid = 139676851
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 2.215232e-08
# frac_tau_underflow = 3.804420e-01
# frac_tau_overflow = 7.247752e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,7.431387e-01,2.526756e-04,8649939
-2.875000e+00,-2.916667e+00,-2.833333e+00,7.189254e-01,2.485251e-04,8368103
-2.791667e+00,-2.833333e+00,-2.750000e+00,6.840011e-01,2.424135e-04,7961593
-2.708333e+00,-2.750000e+00,-2.666667e+00,6.450262e-01,2.354058e-04,7507936
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.126302e-01,2.294181e-04,7130855
-2.541667e+00,-2.583333e+00,-2.500000e+00,5.780028e-01,2.228401e-04,6727801
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.493894e-01,2.172544e-04,6394748
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.172062e-01,2.107950e-04,6020144
-2.291667e+00,-2.333333e+00,-2.250000e+00,4.864859e-01,2.044389e-04,5662568
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.588204e-01,1.985408e-04,5340549
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.317755e-01,1.926005e-04,5025754
-2.041667e+00,-2.083333e+00,-2.000000e+00,4.071486e-01,1.870272e-04,4739103
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.860088e-01,1.821072e-04,4493041
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.681440e-01,1.778432e-04,4285099
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.471033e-01,1.726863e-04,4040191
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.297552e-01,1.683155e-04,3838264
-1.625000e+00,-1.666667e+00,-1.583333e+00,3.134456e-01,1.641003e-04,3648424
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.988493e-01,1.602340e-04,3478528
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.824085e-01,1.557641e-04,3287161
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.653354e-01,1.509823e-04,3088434
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.518814e-01,1.471047e-04,2931833
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.362463e-01,1.424659e-04,2749845
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.203520e-01,1.375900e-04,2564840
-1.041667e+00,-1.083333e+00,-1.000000e+00,2.059142e-01,1.330061e-04,2396787
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.894177e-01,1.275671e-04,2204772
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.746023e-01,1.224767e-04,2032325
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.607290e-01,1.175102e-04,1870843
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.474514e-01,1.125519e-04,1716296
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.327418e-01,1.067904e-04,1545080
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.206297e-01,1.018018e-04,1404098
-4.583333e-01,-5.000000e-01,-4.166667e-01,1.076353e-01,9.616252e-05,1252847
-3.750000e-01,-4.166667e-01,-3.333333e-01,9.672057e-02,9.115654e-05,1125802
-2.916667e-01,-3.333333e-01,-2.500000e-01,8.566482e-02,8.578861e-05,997116
-2.083333e-01,-2.500000e-01,-1.666667e-01,7.574483e-02,8.066867e-05,881650
-1.250000e-01,-1.666667e-01,-8.333333e-02,6.597417e-02,7.528620e-05,767922
-4.166667e-02,-8.333333e-02,0.000000e+00,5.580916e-02,6.924384e-05,649604
4.166667e-02,0.000000e+00,8.333333e-02,4.651961e-02,6.321882e-05,541476
1.250000e-01,8.333333e-02,1.666667e-01,3.804587e-02,5.717184e-05,442844
2.083333e-01,1.666667e-01,2.500000e-01,3.199179e-02,5.242611e-05,372376
2.916667e-01,2.500000e-01,3.333333e-01,2.596940e-02,4.723450e-05,302277
3.750000e-01,3.333333e-01,4.166667e-01,2.139249e-02,4.287055e-05,249003
4.583333e-01,4.166667e-01,5.000000e-01,1.694179e-02,3.815119e-05,197198
5.416667e-01,5.000000e-01,5.833333e-01,1.287400e-02,3.325716e-05,149850
6.250000e-01,5.833333e-01,6.666667e-01,9.953575e-03,2.924273e-05,115857
7.083333e-01,6.666667e-01,7.500000e-01,8.251475e-03,2.662528e-05,96045
7.916667e-01,7.500000e-01,8.333333e-01,6.461915e-03,2.356183e-05,75215
8.750000e-01,8.333333e-01,9.166667e-01,5.108277e-03,2.094911e-05,59459
9.583333e-01,9.166667e-01,1.000000e+00,4.358689e-03,1.935113e-05,50734
1.041667e+00,1.000000e+00,1.083333e+00,3.591576e-03,1.756592e-05,41805
1.125000e+00,1.083333e+00,1.166667e+00,3.025755e-03,1.612298e-05,35219
1.208333e+00,1.166667e+00,1.250000e+00,2.418697e-03,1.441515e-05,28153
1.291667e+00,1.250000e+00,1.333333e+00,2.097040e-03,1.342245e-05,24409
1.375000e+00,1.333333e+00,1.416667e+00,1.948669e-03,1.293890e-05,22682
1.458333e+00,1.416667e+00,1.500000e+00,1.552269e-03,1.154813e-05,18068
1.541667e+00,1.500000e+00,1.583333e+00,1.421080e-03,1.104937e-05,16541
1.625000e+00,1.583333e+00,1.666667e+00,1.198567e-03,1.014751e-05,13951
1.708333e+00,1.666667e+00,1.750000e+00,1.107585e-03,9.754768e-06,12892
1.791667e+00,1.750000e+00,1.833333e+00,9.764825e-04,9.159265e-06,11366
1.875000e+00,1.833333e+00,1.916667e+00,8.534557e-04,8.562861e-06,9934
1.958333e+00,1.916667e+00,2.000000e+00,8.249327e-04,8.418557e-06,9602
