statistic,value
mean_flux,0.974185068948868
median_flux,0.9988589882850647
std_flux,0.1010066775277539
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,97.77212808914118
median_tau,0.001141679473221302
effective_tau,0.026153984201311813
deep_absorption_frac,0.0037876235049401977
moderate_absorption_frac,0.009239065562622505
weak_absorption_frac,0.9869733109324373
tau_eff_err,0.0004342264617513153
tau_eff_std,0.04342264617513153
mean_flux_err,0.00031589836993941385
mean_flux_std,0.031589836993941384
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
