ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.165625e+04,1.818587e+04
HI 1215Å,42150,4.215000e+01,1.254292e-01,1.314318e+04,1.269113e+00
