# T0 = 22073.398483925554 K
# gamma = 1.1739771566605075
# gamma_err = 0.09473338954725406
# T0_err = 12547.44357433572 K
# n_bins_fit = 30
# n_pixels = 45814282
log_density,log_temperature
-6.204635e-01,3.645935e+00
1.529032e-01,3.892695e+00
-6.745336e-02,4.770923e+00
-5.306012e-01,3.610032e+00
8.959988e-02,3.817975e+00
4.392107e-02,3.813040e+00
-2.481182e-01,3.752174e+00
-3.876526e-01,3.670319e+00
4.367974e-01,4.069988e+00
-2.598218e-01,3.813234e+00
1.051052e+00,4.443145e+00
7.040217e-01,4.813882e+00
-5.121176e-01,3.639122e+00
-4.642167e-01,3.664048e+00
-3.659190e-01,3.688462e+00
-5.757841e-01,3.633437e+00
1.947883e-01,3.882414e+00
5.349602e-01,5.003091e+00
1.723632e-01,3.826491e+00
-2.475470e-01,3.698208e+00
1.539499e-01,3.819513e+00
2.287700e-01,3.934337e+00
3.055995e-01,3.921817e+00
2.988133e-01,3.876692e+00
-6.783321e-01,3.611720e+00
-1.747286e-01,3.741911e+00
-5.889262e-01,3.680256e+00
1.205836e+00,4.501021e+00
-3.014728e-01,3.698847e+00
1.095386e+00,4.642133e+00
1.276755e+00,5.377220e+00
6.594718e-01,5.431400e+00
1.601409e+00,5.237568e+00
3.012314e-01,3.893885e+00
1.067205e+00,4.886227e+00
-4.260715e-01,3.911498e+00
-5.365342e-01,3.719463e+00
4.036785e-02,3.857554e+00
3.410200e-01,4.661620e+00
-1.717066e-01,4.194846e+00
-2.584674e-01,3.721289e+00
-1.865365e-01,3.736251e+00
-3.554032e-01,3.710037e+00
-5.930895e-01,3.644275e+00
-3.586964e-01,3.715356e+00
6.596722e-01,4.131500e+00
-4.809247e-01,3.706736e+00
-4.223681e-01,3.720547e+00
4.825993e-01,6.402417e+00
-9.961187e-02,3.756014e+00
1.028961e+00,5.392498e+00
4.803881e-01,4.906151e+00
5.721244e-01,4.114153e+00
9.418699e-01,4.226619e+00
5.035242e-01,4.064021e+00
1.416595e+00,5.227285e+00
1.478250e+00,5.143344e+00
-6.178859e-01,3.615877e+00
5.100589e-01,4.028136e+00
-4.165088e-01,3.662936e+00
-4.627002e-01,3.666532e+00
-5.682657e-01,3.658953e+00
-7.349806e-01,3.609440e+00
6.358000e-01,4.089523e+00
-1.563088e-01,3.747197e+00
-6.789155e-02,3.764237e+00
-4.928721e-01,3.666862e+00
-9.818503e-02,3.757164e+00
-4.755663e-01,3.653894e+00
1.324365e-03,3.795372e+00
-7.720031e-01,3.605045e+00
2.901939e-01,3.922214e+00
4.460090e-01,3.968123e+00
1.231422e+00,6.536793e+00
2.210569e-01,4.557682e+00
-3.688335e-01,3.672758e+00
2.457131e-01,5.221922e+00
-1.461656e-01,3.743995e+00
4.951852e-01,4.010085e+00
-3.770001e-01,3.681017e+00
