k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.120930e+01,7.404488e+01,7.404488e-01
2.843466e-03,8.213947e+00,1.370943e+01,1.370943e-01
5.686932e-03,7.012085e+00,9.518340e+00,9.518340e-02
8.530398e-03,5.611840e+00,7.626077e+00,7.626077e-02
1.137386e-02,4.495824e+00,5.674152e+00,5.674152e-02
1.421733e-02,3.674250e+00,4.692906e+00,4.692906e-02
1.706080e-02,3.192854e+00,4.027261e+00,4.027261e-02
1.990426e-02,2.715220e+00,3.276930e+00,3.276930e-02
2.274773e-02,2.270541e+00,2.780584e+00,2.780584e-02
2.559119e-02,1.921889e+00,2.331203e+00,2.331203e-02
2.843466e-02,1.631237e+00,1.936293e+00,1.936293e-02
3.127813e-02,1.401953e+00,1.632970e+00,1.632970e-02
3.412159e-02,1.201949e+00,1.421574e+00,1.421574e-02
3.696506e-02,1.044484e+00,1.219292e+00,1.219292e-02
3.980852e-02,8.870642e-01,1.052829e+00,1.052829e-02
4.265199e-02,7.804265e-01,8.979419e-01,8.979419e-03
4.549546e-02,6.748737e-01,7.803020e-01,7.803020e-03
4.833892e-02,5.984343e-01,6.972061e-01,6.972061e-03
5.118239e-02,5.154527e-01,5.929378e-01,5.929378e-03
5.402585e-02,4.507283e-01,5.146634e-01,5.146634e-03
5.686932e-02,3.914088e-01,4.529605e-01,4.529605e-03
5.971278e-02,3.501079e-01,4.080233e-01,4.080233e-03
6.255625e-02,3.059042e-01,3.473459e-01,3.473459e-03
6.539972e-02,2.697931e-01,3.150256e-01,3.150256e-03
6.824318e-02,2.363983e-01,2.733666e-01,2.733666e-03
7.108665e-02,2.102476e-01,2.414369e-01,2.414369e-03
7.393011e-02,1.826691e-01,2.072325e-01,2.072325e-03
7.677358e-02,1.623341e-01,1.844728e-01,1.844728e-03
7.961705e-02,1.458621e-01,1.671843e-01,1.671843e-03
8.246051e-02,1.287699e-01,1.493483e-01,1.493483e-03
8.530398e-02,1.113181e-01,1.268147e-01,1.268147e-03
8.814744e-02,9.797792e-02,1.122674e-01,1.122674e-03
9.099091e-02,8.787258e-02,1.008867e-01,1.008867e-03
9.383438e-02,7.649053e-02,8.635505e-02,8.635505e-04
9.667784e-02,6.551258e-02,7.488091e-02,7.488091e-04
9.952131e-02,5.919304e-02,6.972077e-02,6.972077e-04
1.023648e-01,5.248547e-02,5.983502e-02,5.983502e-04
1.052082e-01,4.608711e-02,5.204077e-02,5.204077e-04
1.080517e-01,4.152690e-02,4.793850e-02,4.793850e-04
1.108952e-01,3.607737e-02,4.153126e-02,4.153126e-04
1.137386e-01,3.260581e-02,3.738884e-02,3.738884e-04
1.165821e-01,2.868021e-02,3.305693e-02,3.305693e-04
1.194256e-01,2.528114e-02,2.987837e-02,2.987837e-04
1.222690e-01,2.226946e-02,2.557286e-02,2.557286e-04
1.251125e-01,1.977536e-02,2.287675e-02,2.287675e-04
1.279560e-01,1.758859e-02,2.029714e-02,2.029714e-04
1.307994e-01,1.585927e-02,1.877368e-02,1.877368e-04
1.336429e-01,1.375831e-02,1.616898e-02,1.616898e-04
1.364864e-01,1.208861e-02,1.427429e-02,1.427429e-04
1.393298e-01,1.096967e-02,1.299104e-02,1.299104e-04
1.421733e-01,9.531711e-03,1.128171e-02,1.128171e-04
1.450168e-01,8.684180e-03,1.037269e-02,1.037269e-04
1.478602e-01,7.585211e-03,9.015269e-03,9.015269e-05
1.507037e-01,6.651723e-03,7.933103e-03,7.933103e-05
1.535472e-01,5.879630e-03,7.000808e-03,7.000808e-05
