statistic,value
mean_flux,0.9719494133263095
median_flux,0.997877299785614
std_flux,0.09893247064174997
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,122.65733894368212
median_tau,0.002124984050169587
effective_tau,0.028451519779002687
deep_absorption_frac,0.0029971689335873465
moderate_absorption_frac,0.009434039253909884
weak_absorption_frac,0.9875687918125028
tau_eff_err,0.0005147285271744143
tau_eff_std,0.051472852717441425
mean_flux_err,0.00031829411861467955
mean_flux_std,0.031829411861467954
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,12.54616929351375
hi_fraction_eff,0.002267745547106086
