k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,4.061843e+01,1.416188e+02,1.416188e+00,2.252905e+01,9.100243e+01,9.100243e-01
2.398801e-03,3.249653e+01,3.542284e+01,3.542284e-01,1.832698e+01,2.418182e+01,2.418182e-01
4.797602e-03,2.993674e+01,2.843245e+01,2.843245e-01,1.634043e+01,1.692595e+01,1.692595e-01
7.196402e-03,2.146804e+01,2.242249e+01,2.242249e-01,1.223966e+01,1.359690e+01,1.359690e-01
9.595203e-03,1.941960e+01,2.005658e+01,2.005658e-01,1.104649e+01,1.210247e+01,1.210247e-01
1.199400e-02,1.640305e+01,1.689478e+01,1.689478e-01,9.445690e+00,1.010329e+01,1.010329e-01
1.439280e-02,1.412354e+01,1.405005e+01,1.405005e-01,8.181733e+00,8.512380e+00,8.512380e-02
1.679161e-02,1.231565e+01,1.248423e+01,1.248423e-01,7.163689e+00,7.573361e+00,7.573361e-02
1.919041e-02,1.097283e+01,1.128615e+01,1.128615e-01,6.392499e+00,6.932015e+00,6.932015e-02
2.158921e-02,9.160815e+00,9.590408e+00,9.590408e-02,5.416253e+00,5.873536e+00,5.873536e-02
2.398801e-02,8.340816e+00,8.503419e+00,8.503419e-02,4.917233e+00,5.186891e+00,5.186891e-02
2.638681e-02,7.469843e+00,7.622934e+00,7.622934e-02,4.341302e+00,4.549499e+00,4.549499e-02
2.878561e-02,6.509647e+00,6.884696e+00,6.884696e-02,3.801058e+00,4.117649e+00,4.117649e-02
3.118441e-02,5.671681e+00,5.824409e+00,5.824409e-02,3.316149e+00,3.499248e+00,3.499248e-02
3.358321e-02,4.826951e+00,5.076841e+00,5.076841e-02,2.800880e+00,2.994712e+00,2.994712e-02
3.598201e-02,4.528674e+00,4.782892e+00,4.782892e-02,2.627292e+00,2.863943e+00,2.863943e-02
3.838081e-02,4.093806e+00,4.348372e+00,4.348372e-02,2.334845e+00,2.550166e+00,2.550166e-02
4.077961e-02,3.611998e+00,3.742199e+00,3.742199e-02,2.074167e+00,2.172341e+00,2.172341e-02
4.317841e-02,3.232631e+00,3.377035e+00,3.377035e-02,1.844379e+00,1.966558e+00,1.966558e-02
4.557721e-02,2.953538e+00,3.111076e+00,3.111076e-02,1.668994e+00,1.779396e+00,1.779396e-02
4.797602e-02,2.689137e+00,2.800143e+00,2.800143e-02,1.503714e+00,1.563690e+00,1.563690e-02
5.037482e-02,2.440077e+00,2.601687e+00,2.601687e-02,1.368766e+00,1.479863e+00,1.479863e-02
5.277362e-02,2.144880e+00,2.291421e+00,2.291421e-02,1.196642e+00,1.271880e+00,1.271880e-02
5.517242e-02,1.863429e+00,1.944413e+00,1.944413e-02,1.034314e+00,1.099673e+00,1.099673e-02
5.757122e-02,1.739651e+00,1.846629e+00,1.846629e-02,9.671834e-01,1.035334e+00,1.035334e-02
5.997002e-02,1.590313e+00,1.725564e+00,1.725564e-02,8.686267e-01,9.573540e-01,9.573540e-03
6.236882e-02,1.420229e+00,1.500680e+00,1.500680e-02,7.659785e-01,8.052100e-01,8.052100e-03
6.476762e-02,1.286030e+00,1.372087e+00,1.372087e-02,7.041780e-01,7.458963e-01,7.458963e-03
6.716642e-02,1.163883e+00,1.238055e+00,1.238055e-02,6.306674e-01,6.645831e-01,6.645831e-03
6.956522e-02,1.046382e+00,1.103968e+00,1.103968e-02,5.707231e-01,6.007420e-01,6.007420e-03
7.196402e-02,9.384060e-01,9.952625e-01,9.952625e-03,5.002240e-01,5.419557e-01,5.419557e-03
7.436282e-02,8.462607e-01,9.037964e-01,9.037964e-03,4.582161e-01,4.984177e-01,4.984177e-03
7.676162e-02,7.827458e-01,8.238769e-01,8.238769e-03,4.193001e-01,4.388199e-01,4.388199e-03
7.916043e-02,7.042490e-01,7.431493e-01,7.431493e-03,3.691058e-01,3.900062e-01,3.900062e-03
8.155923e-02,6.502687e-01,6.911686e-01,6.911686e-03,3.463502e-01,3.647035e-01,3.647035e-03
8.395803e-02,5.700726e-01,6.120465e-01,6.120465e-03,3.026255e-01,3.252184e-01,3.252184e-03
8.635683e-02,5.182705e-01,5.563681e-01,5.563681e-03,2.706986e-01,2.891841e-01,2.891841e-03
8.875563e-02,4.783571e-01,5.111802e-01,5.111802e-03,2.487162e-01,2.664376e-01,2.664376e-03
9.115443e-02,4.301853e-01,4.541218e-01,4.541218e-03,2.245001e-01,2.376081e-01,2.376081e-03
9.355323e-02,3.753386e-01,4.016033e-01,4.016033e-03,1.944320e-01,2.098175e-01,2.098175e-03
9.595203e-02,3.487674e-01,3.722425e-01,3.722425e-03,1.793564e-01,1.899304e-01,1.899304e-03
9.835083e-02,3.163475e-01,3.364186e-01,3.364186e-03,1.621788e-01,1.723784e-01,1.723784e-03
1.007496e-01,2.860924e-01,3.071877e-01,3.071877e-03,1.450205e-01,1.560522e-01,1.560522e-03
1.031484e-01,2.653264e-01,2.780384e-01,2.780384e-03,1.348621e-01,1.418802e-01,1.418802e-03
1.055472e-01,2.333689e-01,2.436930e-01,2.436930e-03,1.164749e-01,1.242295e-01,1.242295e-03
1.079460e-01,2.159388e-01,2.277636e-01,2.277636e-03,1.070735e-01,1.122261e-01,1.122261e-03
1.103448e-01,1.947325e-01,2.045076e-01,2.045076e-03,9.680048e-02,1.015723e-01,1.015723e-03
1.127436e-01,1.733054e-01,1.852109e-01,1.852109e-03,8.549243e-02,9.188744e-02,9.188744e-04
1.151424e-01,1.606236e-01,1.682285e-01,1.682285e-03,7.804138e-02,8.082984e-02,8.082984e-04
1.175412e-01,1.433784e-01,1.542174e-01,1.542174e-03,7.006997e-02,7.441669e-02,7.441669e-04
1.199400e-01,1.316402e-01,1.424489e-01,1.424489e-03,6.272973e-02,6.651281e-02,6.651281e-04
1.223388e-01,1.218356e-01,1.281558e-01,1.281558e-03,5.764306e-02,6.219036e-02,6.219036e-04
1.247376e-01,1.098777e-01,1.184349e-01,1.184349e-03,5.221800e-02,5.624993e-02,5.624993e-04
1.271364e-01,9.879059e-02,1.049055e-01,1.049055e-03,4.651816e-02,4.927195e-02,4.927195e-04
1.295352e-01,8.957744e-02,9.554639e-02,9.554639e-04,4.208535e-02,4.507060e-02,4.507060e-04
1.319340e-01,8.135443e-02,8.597819e-02,8.597819e-04,3.783403e-02,3.989875e-02,3.989875e-04
1.343328e-01,7.510430e-02,7.968583e-02,7.968583e-04,3.459843e-02,3.662767e-02,3.662767e-04
1.367316e-01,6.807995e-02,7.343997e-02,7.343997e-04,3.067458e-02,3.352990e-02,3.352990e-04
1.391304e-01,6.220478e-02,6.697691e-02,6.697691e-04,2.801228e-02,3.050483e-02,3.050483e-04
1.415292e-01,5.760757e-02,6.083021e-02,6.083021e-04,2.571845e-02,2.821029e-02,2.821029e-04
1.439280e-01,5.326632e-02,5.714650e-02,5.714650e-04,2.347170e-02,2.501629e-02,2.501629e-04
1.463268e-01,4.778519e-02,5.105192e-02,5.105192e-04,2.056536e-02,2.229585e-02,2.229585e-04
1.487256e-01,4.412763e-02,4.668313e-02,4.668313e-04,1.902150e-02,2.030657e-02,2.030657e-04
1.511244e-01,4.160258e-02,4.457924e-02,4.457924e-04,1.740575e-02,1.888558e-02,1.888558e-04
1.535232e-01,3.694897e-02,4.029321e-02,4.029321e-04,1.558730e-02,1.738327e-02,1.738327e-04
1.559220e-01,3.420860e-02,3.714473e-02,3.714473e-04,1.418601e-02,1.513554e-02,1.513554e-04
1.583209e-01,3.117069e-02,3.315592e-02,3.315592e-04,1.288432e-02,1.409995e-02,1.409995e-04
1.607197e-01,2.888069e-02,3.106581e-02,3.106581e-04,1.191397e-02,1.315487e-02,1.315487e-04
1.631185e-01,2.702952e-02,2.947226e-02,2.947226e-04,1.068746e-02,1.188063e-02,1.188063e-04
1.655173e-01,2.411484e-02,2.594790e-02,2.594790e-04,9.572493e-03,1.048626e-02,1.048626e-04
1.679161e-01,2.235985e-02,2.421547e-02,2.421547e-04,8.783445e-03,9.712353e-03,9.712353e-05
1.703149e-01,2.065571e-02,2.251697e-02,2.251697e-04,7.924343e-03,8.819975e-03,8.819975e-05
1.727137e-01,1.900433e-02,2.066075e-02,2.066075e-04,7.221919e-03,8.055065e-03,8.055065e-05
1.751125e-01,1.778901e-02,1.932323e-02,1.932323e-04,6.513897e-03,7.439478e-03,7.439478e-05
1.775113e-01,1.638598e-02,1.776225e-02,1.776225e-04,5.977619e-03,6.749688e-03,6.749688e-05
1.799101e-01,1.521444e-02,1.665351e-02,1.665351e-04,5.439974e-03,6.138058e-03,6.138058e-05
1.823089e-01,1.415850e-02,1.561258e-02,1.561258e-04,4.968860e-03,5.696681e-03,5.696681e-05
1.847077e-01,1.310861e-02,1.428980e-02,1.428980e-04,4.520301e-03,5.320643e-03,5.320643e-05
1.871065e-01,1.210679e-02,1.328314e-02,1.328314e-04,4.014688e-03,4.591335e-03,4.591335e-05
1.895053e-01,1.103636e-02,1.199662e-02,1.199662e-04,3.767284e-03,4.395048e-03,4.395048e-05
1.919041e-01,1.037884e-02,1.154115e-02,1.154115e-04,3.432171e-03,3.934836e-03,3.934836e-05
1.943029e-01,9.523098e-03,1.058091e-02,1.058091e-04,3.151747e-03,3.755920e-03,3.755920e-05
1.967017e-01,8.904616e-03,9.674015e-03,9.674015e-05,2.855425e-03,3.288799e-03,3.288799e-05
1.991005e-01,8.116644e-03,8.870781e-03,8.870781e-05,2.613693e-03,3.062467e-03,3.062467e-05
2.014993e-01,7.474524e-03,8.233613e-03,8.233613e-05,2.361362e-03,2.806510e-03,2.806510e-05
2.038981e-01,6.968171e-03,7.742163e-03,7.742163e-05,2.205466e-03,2.643339e-03,2.643339e-05
