# n_pixels = 249990000
# n_pixels_in_grid = 190601598
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 1.844074e-06
# frac_tau_underflow = 2.371031e-01
# frac_tau_overflow = 4.581543e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,7.610853e-01,2.188991e-04,12088673
-2.875000e+00,-2.916667e+00,-2.833333e+00,7.815583e-01,2.218237e-04,12413855
-2.791667e+00,-2.833333e+00,-2.750000e+00,7.810364e-01,2.217497e-04,12405566
-2.708333e+00,-2.750000e+00,-2.666667e+00,7.599855e-01,2.187409e-04,12071205
-2.625000e+00,-2.666667e+00,-2.583333e+00,7.306752e-01,2.144814e-04,11605655
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.958999e-01,2.093152e-04,11053303
-2.458333e+00,-2.500000e+00,-2.416667e+00,6.575246e-01,2.034620e-04,10443770
-2.375000e+00,-2.416667e+00,-2.333333e+00,6.102117e-01,1.960052e-04,9692277
-2.291667e+00,-2.333333e+00,-2.250000e+00,5.657531e-01,1.887299e-04,8986120
-2.208333e+00,-2.250000e+00,-2.166667e+00,5.190764e-01,1.807769e-04,8244732
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.695875e-01,1.719435e-04,7458678
-2.041667e+00,-2.083333e+00,-2.000000e+00,4.240266e-01,1.633894e-04,6735013
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.876613e-01,1.562261e-04,6157406
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.536672e-01,1.492192e-04,5617461
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.222943e-01,1.424471e-04,5119151
-1.708333e+00,-1.750000e+00,-1.666667e+00,2.928932e-01,1.357945e-04,4652160
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.676922e-01,1.298211e-04,4251880
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.450617e-01,1.242124e-04,3892430
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.262255e-01,1.193433e-04,3593245
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.099857e-01,1.149800e-04,3335301
-1.291667e+00,-1.333333e+00,-1.250000e+00,1.938809e-01,1.104829e-04,3079501
-1.208333e+00,-1.250000e+00,-1.166667e+00,1.809594e-01,1.067377e-04,2874262
-1.125000e+00,-1.166667e+00,-1.083333e+00,1.676187e-01,1.027279e-04,2662366
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.554743e-01,9.893653e-05,2469471
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.422691e-01,9.464171e-05,2259726
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.304726e-01,9.063313e-05,2072357
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.194647e-01,8.672558e-05,1897514
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.097047e-01,8.310745e-05,1742491
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.004310e-01,7.951722e-05,1595192
-5.416667e-01,-5.833333e-01,-5.000000e-01,9.043970e-02,7.545828e-05,1436496
-4.583333e-01,-5.000000e-01,-4.166667e-01,8.023954e-02,7.107577e-05,1274482
-3.750000e-01,-4.166667e-01,-3.333333e-01,7.141527e-02,6.705372e-05,1134322
-2.916667e-01,-3.333333e-01,-2.500000e-01,6.226607e-02,6.261135e-05,989001
-2.083333e-01,-2.500000e-01,-1.666667e-01,5.435218e-02,5.849730e-05,863301
-1.250000e-01,-1.666667e-01,-8.333333e-02,4.699453e-02,5.439400e-05,746436
-4.166667e-02,-8.333333e-02,0.000000e+00,4.127122e-02,5.097427e-05,655530
4.166667e-02,0.000000e+00,8.333333e-02,3.546090e-02,4.725004e-05,563242
1.250000e-01,8.333333e-02,1.666667e-01,3.036396e-02,4.372266e-05,482285
2.083333e-01,1.666667e-01,2.500000e-01,2.567846e-02,4.020794e-05,407863
2.916667e-01,2.500000e-01,3.333333e-01,2.115697e-02,3.649674e-05,336046
3.750000e-01,3.333333e-01,4.166667e-01,1.705402e-02,3.276731e-05,270877
4.583333e-01,4.166667e-01,5.000000e-01,1.352356e-02,2.917916e-05,214801
5.416667e-01,5.000000e-01,5.833333e-01,1.041593e-02,2.560804e-05,165441
6.250000e-01,5.833333e-01,6.666667e-01,7.886251e-03,2.228243e-05,125261
7.083333e-01,6.666667e-01,7.500000e-01,6.254554e-03,1.984383e-05,99344
7.916667e-01,7.500000e-01,8.333333e-01,4.868899e-03,1.750825e-05,77335
8.750000e-01,8.333333e-01,9.166667e-01,3.652729e-03,1.516478e-05,58018
9.583333e-01,9.166667e-01,1.000000e+00,2.662832e-03,1.294790e-05,42295
1.041667e+00,1.000000e+00,1.083333e+00,2.194231e-03,1.175354e-05,34852
1.125000e+00,1.083333e+00,1.166667e+00,1.755725e-03,1.051370e-05,27887
1.208333e+00,1.166667e+00,1.250000e+00,1.343221e-03,9.196044e-06,21335
1.291667e+00,1.250000e+00,1.333333e+00,1.207608e-03,8.719475e-06,19181
1.375000e+00,1.333333e+00,1.416667e+00,9.829718e-04,7.866796e-06,15613
1.458333e+00,1.416667e+00,1.500000e+00,9.011887e-04,7.532432e-06,14314
1.541667e+00,1.500000e+00,1.583333e+00,7.130685e-04,6.700281e-06,11326
1.625000e+00,1.583333e+00,1.666667e+00,6.460177e-04,6.377487e-06,10261
1.708333e+00,1.666667e+00,1.750000e+00,6.370776e-04,6.333204e-06,10119
1.791667e+00,1.750000e+00,1.833333e+00,5.290407e-04,5.771277e-06,8403
1.875000e+00,1.833333e+00,1.916667e+00,5.014019e-04,5.618499e-06,7964
1.958333e+00,1.916667e+00,2.000000e+00,4.536793e-04,5.344435e-06,7206
